Time;Object Name;Status;Value;;;;
9:39:23;TIC Turbo Speed;;1,6;9:12:26;0:26:57;1617;
9:39:23;TIC Turbo Power;;7;9:12:26;0:26:57;1617;
9:39:23;TIC Gauge 1;11;1,94E+04;9:12:26;0:26:57;1617;
9:39:23;TIC Gauge 2;5;9,90E+09;9:12:26;0:26:57;1617;
9:39:23;TIC Gauge 3;5;9,90E+09;9:12:26;0:26:57;1617;
9:39:25;TIC Turbo Speed;;1,6;9:12:26;0:26:59;1619;
9:39:25;TIC Turbo Power;;7;9:12:26;0:26:59;1619;
9:39:25;TIC Gauge 1;11;1,94E+04;9:12:26;0:26:59;1619;
9:39:25;TIC Gauge 2;5;9,90E+09;9:12:26;0:26:59;1619;
9:39:25;TIC Gauge 3;5;9,90E+09;9:12:26;0:26:59;1619;
9:39:27;TIC Gauge 2;5;9,90E+09;9:12:26;0:27:01;1621;
9:39:27;TIC Turbo Speed;;1,6;9:12:26;0:27:01;1621;
9:39:27;TIC Turbo Power;;7,5;9:12:26;0:27:01;1621;
9:39:27;TIC Gauge 3;5;9,90E+09;9:12:26;0:27:01;1621;
9:39:27;TIC Gauge 1;11;1,94E+04;9:12:26;0:27:01;1621;
9:39:29;TIC Gauge 1;11;1,94E+04;9:12:26;0:27:03;1623;
9:39:29;TIC Turbo Speed;;1,6;9:12:26;0:27:03;1623;
9:39:29;TIC Turbo Power;;6,5;9:12:26;0:27:03;1623;
9:39:29;TIC Gauge 2;5;9,90E+09;9:12:26;0:27:03;1623;
9:39:29;TIC Gauge 3;5;9,90E+09;9:12:26;0:27:03;1623;
9:39:31;TIC Gauge 1;11;1,94E+04;9:12:26;0:27:05;1625;
9:39:31;TIC Turbo Speed;;1,6;9:12:26;0:27:05;1625;
9:39:31;TIC Turbo Power;;8,4;9:12:26;0:27:05;1625;
9:39:31;TIC Gauge 2;5;9,90E+09;9:12:26;0:27:05;1625;
9:39:31;TIC Gauge 3;5;9,90E+09;9:12:26;0:27:05;1625;
9:39:33;TIC Turbo Speed;;1,6;9:12:26;0:27:07;1627;
9:39:33;TIC Turbo Power;;6,1;9:12:26;0:27:07;1627;
9:39:33;TIC Gauge 1;11;1,94E+04;9:12:26;0:27:07;1627;
9:39:33;TIC Gauge 2;5;9,90E+09;9:12:26;0:27:07;1627;
9:39:33;TIC Gauge 3;5;9,90E+09;9:12:26;0:27:07;1627;
9:39:35;TIC Turbo Speed;;1,6;9:12:26;0:27:09;1629;
9:39:35;TIC Turbo Power;;8,4;9:12:26;0:27:09;1629;
9:39:35;TIC Gauge 1;11;1,94E+04;9:12:26;0:27:09;1629;
9:39:35;TIC Gauge 2;5;9,90E+09;9:12:26;0:27:09;1629;
9:39:35;TIC Gauge 3;5;9,90E+09;9:12:26;0:27:09;1629;
9:39:37;TIC Turbo Speed;;1,6;9:12:26;0:27:11;1631;
9:39:37;TIC Turbo Power;;5,8;9:12:26;0:27:11;1631;
9:39:37;TIC Gauge 1;11;1,94E+04;9:12:26;0:27:11;1631;
9:39:37;TIC Gauge 2;5;9,90E+09;9:12:26;0:27:11;1631;
9:39:37;TIC Gauge 3;5;9,90E+09;9:12:26;0:27:11;1631;
9:39:39;TIC Turbo Speed;;1,6;9:12:26;0:27:13;1633;
9:39:39;TIC Turbo Power;;6,3;9:12:26;0:27:13;1633;
9:39:39;TIC Gauge 1;11;1,94E+04;9:12:26;0:27:13;1633;
9:39:39;TIC Gauge 2;5;9,90E+09;9:12:26;0:27:13;1633;
9:39:39;TIC Gauge 3;5;9,90E+09;9:12:26;0:27:13;1633;
9:39:41;TIC Gauge 2;5;9,90E+09;9:12:26;0:27:15;1635;
9:39:41;TIC Turbo Speed;;1,6;9:12:26;0:27:15;1635;
9:39:41;TIC Turbo Power;;6,1;9:12:26;0:27:15;1635;
9:39:41;TIC Gauge 3;5;9,90E+09;9:12:26;0:27:15;1635;
9:39:41;TIC Gauge 1;11;1,94E+04;9:12:26;0:27:15;1635;
9:39:43;TIC Turbo Speed;;1,6;9:12:26;0:27:17;1637;
9:39:43;TIC Turbo Power;;8,2;9:12:26;0:27:17;1637;
9:39:43;TIC Gauge 1;11;1,95E+04;9:12:26;0:27:17;1637;
9:39:43;TIC Gauge 2;5;9,90E+09;9:12:26;0:27:17;1637;
9:39:43;TIC Gauge 3;5;9,90E+09;9:12:26;0:27:17;1637;
9:39:45;TIC Turbo Speed;;1,6;9:12:26;0:27:19;1639;
9:39:45;TIC Turbo Power;;6,3;9:12:26;0:27:19;1639;
9:39:45;TIC Gauge 1;11;2,00E+04;9:12:26;0:27:19;1639;
9:39:45;TIC Gauge 2;5;9,90E+09;9:12:26;0:27:19;1639;
9:39:45;TIC Gauge 3;5;9,90E+09;9:12:26;0:27:19;1639;
9:39:47;TIC Turbo Speed;;1,6;9:12:26;0:27:21;1641;
9:39:47;TIC Turbo Power;;8,2;9:12:26;0:27:21;1641;
9:39:47;TIC Gauge 1;11;1,82E+04;9:12:26;0:27:21;1641;
9:39:47;TIC Gauge 2;5;9,90E+09;9:12:26;0:27:21;1641;
9:39:48;TIC Gauge 3;5;9,90E+09;9:12:26;0:27:22;1642;
9:39:49;TIC Turbo Speed;;1,6;9:12:26;0:27:23;1643;
9:39:49;TIC Turbo Power;;8,4;9:12:26;0:27:23;1643;
9:39:49;TIC Gauge 1;11;1,72E+04;9:12:26;0:27:23;1643;
9:39:49;TIC Gauge 2;5;9,90E+09;9:12:26;0:27:23;1643;
9:39:50;TIC Gauge 3;5;9,90E+09;9:12:26;0:27:24;1644;
9:39:51;TIC Turbo Speed;;1,6;9:12:26;0:27:25;1645;
9:39:51;TIC Turbo Power;;8,7;9:12:26;0:27:25;1645;
9:39:52;TIC Gauge 1;11;1,72E+04;9:12:26;0:27:26;1646;
9:39:52;TIC Gauge 2;5;9,90E+09;9:12:26;0:27:26;1646;
9:39:52;TIC Gauge 3;5;9,90E+09;9:12:26;0:27:26;1646;
9:39:53;TIC Turbo Speed;;1,6;9:12:26;0:27:27;1647;
9:39:53;TIC Turbo Power;;8;9:12:26;0:27:27;1647;
9:39:54;TIC Gauge 1;11;1,72E+04;9:12:26;0:27:28;1648;
9:39:54;TIC Gauge 2;5;9,90E+09;9:12:26;0:27:28;1648;
9:39:54;TIC Gauge 3;5;9,90E+09;9:12:26;0:27:28;1648;
9:39:55;TIC Turbo Speed;;1,6;9:12:26;0:27:29;1649;
9:39:56;TIC Turbo Power;;6,1;9:12:26;0:27:30;1650;
9:39:56;TIC Gauge 1;11;1,72E+04;9:12:26;0:27:30;1650;
9:39:56;TIC Gauge 2;5;9,90E+09;9:12:26;0:27:30;1650;
9:39:56;TIC Gauge 3;5;9,90E+09;9:12:26;0:27:30;1650;
9:39:58;TIC Gauge 2;5;9,90E+09;9:12:26;0:27:32;1652;
9:39:58;TIC Turbo Speed;;1,6;9:12:26;0:27:32;1652;
9:39:58;TIC Turbo Power;;7;9:12:26;0:27:32;1652;
9:39:58;TIC Gauge 3;5;9,90E+09;9:12:26;0:27:32;1652;
9:39:58;TIC Gauge 1;11;1,72E+04;9:12:26;0:27:32;1652;
9:40:00;TIC Turbo Speed;;1,6;9:12:26;0:27:34;1654;
9:40:00;TIC Turbo Power;;5,4;9:12:26;0:27:34;1654;
9:40:00;TIC Gauge 1;11;1,72E+04;9:12:26;0:27:34;1654;
9:40:00;TIC Gauge 2;5;9,90E+09;9:12:26;0:27:34;1654;
9:40:00;TIC Gauge 3;5;9,90E+09;9:12:26;0:27:34;1654;
9:40:02;TIC Turbo Speed;;1,6;9:12:26;0:27:36;1656;
9:40:02;TIC Turbo Power;;6,5;9:12:26;0:27:36;1656;
9:40:02;TIC Gauge 1;11;1,72E+04;9:12:26;0:27:36;1656;
9:40:02;TIC Gauge 2;5;9,90E+09;9:12:26;0:27:36;1656;
9:40:02;TIC Gauge 3;5;9,90E+09;9:12:26;0:27:36;1656;
9:40:04;TIC Gauge 2;5;9,90E+09;9:12:26;0:27:38;1658;
9:40:04;TIC Turbo Speed;;1,6;9:12:26;0:27:38;1658;
9:40:04;TIC Turbo Power;;5,4;9:12:26;0:27:38;1658;
9:40:04;TIC Gauge 3;5;9,90E+09;9:12:26;0:27:38;1658;
9:40:04;TIC Gauge 1;11;1,72E+04;9:12:26;0:27:38;1658;
9:40:06;TIC Gauge 1;11;1,72E+04;9:12:26;0:27:40;1660;
9:40:06;TIC Turbo Speed;;1,6;9:12:26;0:27:40;1660;
9:40:06;TIC Turbo Power;;6,1;9:12:26;0:27:40;1660;
9:40:06;TIC Gauge 2;5;9,90E+09;9:12:26;0:27:40;1660;
9:40:06;TIC Gauge 3;5;9,90E+09;9:12:26;0:27:40;1660;
9:40:08;TIC Turbo Speed;;1,6;9:12:26;0:27:42;1662;
9:40:08;TIC Turbo Power;;7,5;9:12:26;0:27:42;1662;
9:40:08;TIC Gauge 1;11;1,72E+04;9:12:26;0:27:42;1662;
9:40:08;TIC Gauge 2;5;9,90E+09;9:12:26;0:27:42;1662;
9:40:08;TIC Gauge 3;5;9,90E+09;9:12:26;0:27:42;1662;
9:40:10;TIC Turbo Speed;;1,6;9:12:26;0:27:44;1664;
9:40:10;TIC Turbo Power;;6,5;9:12:26;0:27:44;1664;
9:40:10;TIC Gauge 1;11;1,72E+04;9:12:26;0:27:44;1664;
9:40:10;TIC Gauge 2;5;9,90E+09;9:12:26;0:27:44;1664;
9:40:10;TIC Gauge 3;5;9,90E+09;9:12:26;0:27:44;1664;
9:40:12;TIC Turbo Speed;;1,6;9:12:26;0:27:46;1666;
9:40:12;TIC Turbo Power;;6,1;9:12:26;0:27:46;1666;
9:40:12;TIC Gauge 1;11;1,72E+04;9:12:26;0:27:46;1666;
9:40:12;TIC Gauge 2;5;9,90E+09;9:12:26;0:27:46;1666;
9:40:12;TIC Gauge 3;5;9,90E+09;9:12:26;0:27:46;1666;
9:40:14;TIC Turbo Speed;;1,6;9:12:26;0:27:48;1668;
9:40:14;TIC Turbo Power;;7;9:12:26;0:27:48;1668;
9:40:14;TIC Gauge 1;11;1,72E+04;9:12:26;0:27:48;1668;
9:40:14;TIC Gauge 2;5;9,90E+09;9:12:26;0:27:48;1668;
9:40:14;TIC Gauge 3;5;9,90E+09;9:12:26;0:27:48;1668;
9:40:16;TIC Gauge 3;5;9,90E+09;9:12:26;0:27:50;1670;
9:40:16;TIC Turbo Speed;;1,6;9:12:26;0:27:50;1670;
9:40:16;TIC Turbo Power;;7;9:12:26;0:27:50;1670;
9:40:16;TIC Gauge 1;11;1,72E+04;9:12:26;0:27:50;1670;
9:40:16;TIC Gauge 2;5;9,90E+09;9:12:26;0:27:50;1670;
9:40:18;TIC Gauge 1;11;1,72E+04;9:12:26;0:27:52;1672;
9:40:18;TIC Turbo Speed;;1,6;9:12:26;0:27:52;1672;
9:40:18;TIC Turbo Power;;6,1;9:12:26;0:27:52;1672;
9:40:18;TIC Gauge 2;5;9,90E+09;9:12:26;0:27:52;1672;
9:40:18;TIC Gauge 3;5;9,90E+09;9:12:26;0:27:52;1672;
9:40:20;TIC Turbo Speed;;1,6;9:12:26;0:27:54;1674;
9:40:20;TIC Turbo Power;;8,2;9:12:26;0:27:54;1674;
9:40:20;TIC Gauge 1;11;1,72E+04;9:12:26;0:27:54;1674;
9:40:20;TIC Gauge 2;5;9,90E+09;9:12:26;0:27:54;1674;
9:40:20;TIC Gauge 3;5;9,90E+09;9:12:26;0:27:54;1674;
9:40:22;TIC Gauge 2;5;9,90E+09;9:12:26;0:27:56;1676;
9:40:22;TIC Turbo Speed;;1,6;9:12:26;0:27:56;1676;
9:40:22;TIC Turbo Power;;7,5;9:12:26;0:27:56;1676;
9:40:22;TIC Gauge 3;5;9,90E+09;9:12:26;0:27:56;1676;
9:40:22;TIC Gauge 1;11;1,72E+04;9:12:26;0:27:56;1676;
9:40:24;TIC Turbo Speed;;1,6;9:12:26;0:27:58;1678;
9:40:24;TIC Turbo Power;;6,5;9:12:26;0:27:58;1678;
9:40:24;TIC Gauge 1;11;1,72E+04;9:12:26;0:27:58;1678;
9:40:24;TIC Gauge 2;5;9,90E+09;9:12:26;0:27:58;1678;
9:40:24;TIC Gauge 3;5;9,90E+09;9:12:26;0:27:58;1678;
9:40:26;TIC Turbo Speed;;1,6;9:12:26;0:28:00;1680;
9:40:26;TIC Turbo Power;;6,1;9:12:26;0:28:00;1680;
9:40:26;TIC Gauge 1;11;1,72E+04;9:12:26;0:28:00;1680;
9:40:27;TIC Gauge 2;5;9,90E+09;9:12:26;0:28:01;1681;
9:40:27;TIC Gauge 3;5;9,90E+09;9:12:26;0:28:01;1681;
9:40:28;TIC Turbo Speed;;1,6;9:12:26;0:28:02;1682;
9:40:28;TIC Turbo Power;;6,1;9:12:26;0:28:02;1682;
9:40:29;TIC Gauge 1;11;1,72E+04;9:12:26;0:28:03;1683;
9:40:29;TIC Gauge 2;5;9,90E+09;9:12:26;0:28:03;1683;
9:40:29;TIC Gauge 3;5;9,90E+09;9:12:26;0:28:03;1683;
9:40:30;TIC Turbo Speed;;1,6;9:12:26;0:28:04;1684;
9:40:30;TIC Turbo Power;;7,3;9:12:26;0:28:04;1684;
9:40:31;TIC Gauge 1;11;1,72E+04;9:12:26;0:28:05;1685;
9:40:31;TIC Gauge 2;5;9,90E+09;9:12:26;0:28:05;1685;
9:40:31;TIC Gauge 3;5;9,90E+09;9:12:26;0:28:05;1685;
9:40:33;TIC Gauge 1;11;1,73E+04;9:12:26;0:28:07;1687;
9:40:33;TIC Turbo Speed;;1,6;9:12:26;0:28:07;1687;
9:40:33;TIC Turbo Power;;8,4;9:12:26;0:28:07;1687;
9:40:33;TIC Gauge 2;5;9,90E+09;9:12:26;0:28:07;1687;
9:40:33;TIC Gauge 3;5;9,90E+09;9:12:26;0:28:07;1687;
9:40:35;TIC Gauge 1;11;1,72E+04;9:12:26;0:28:09;1689;
9:40:35;TIC Turbo Speed;;1,6;9:12:26;0:28:09;1689;
9:40:35;TIC Turbo Power;;6,5;9:12:26;0:28:09;1689;
9:40:35;TIC Gauge 2;5;9,90E+09;9:12:26;0:28:09;1689;
9:40:35;TIC Gauge 3;5;9,90E+09;9:12:26;0:28:09;1689;
9:40:37;TIC Gauge 1;11;1,72E+04;9:12:26;0:28:11;1691;
9:40:37;TIC Turbo Speed;;1,6;9:12:26;0:28:11;1691;
9:40:37;TIC Turbo Power;;6,5;9:12:26;0:28:11;1691;
9:40:37;TIC Gauge 2;5;9,90E+09;9:12:26;0:28:11;1691;
9:40:37;TIC Gauge 3;5;9,90E+09;9:12:26;0:28:11;1691;
9:40:39;TIC Turbo Speed;;1,6;9:12:26;0:28:13;1693;
9:40:39;TIC Turbo Power;;8,4;9:12:26;0:28:13;1693;
9:40:39;TIC Gauge 1;11;1,72E+04;9:12:26;0:28:13;1693;
9:40:39;TIC Gauge 2;5;9,90E+09;9:12:26;0:28:13;1693;
9:40:39;TIC Gauge 3;5;9,90E+09;9:12:26;0:28:13;1693;
9:40:41;TIC Turbo Speed;;1,6;9:12:26;0:28:15;1695;
9:40:41;TIC Turbo Power;;8,2;9:12:26;0:28:15;1695;
9:40:41;TIC Gauge 1;11;1,72E+04;9:12:26;0:28:15;1695;
9:40:41;TIC Gauge 2;5;9,90E+09;9:12:26;0:28:15;1695;
9:40:41;TIC Gauge 3;5;9,90E+09;9:12:26;0:28:15;1695;
9:40:43;TIC Turbo Speed;;1,6;9:12:26;0:28:17;1697;
9:40:43;TIC Turbo Power;;5,6;9:12:26;0:28:17;1697;
9:40:43;TIC Gauge 1;11;1,72E+04;9:12:26;0:28:17;1697;
9:40:43;TIC Gauge 2;5;9,90E+09;9:12:26;0:28:17;1697;
9:40:43;TIC Gauge 3;5;9,90E+09;9:12:26;0:28:17;1697;
9:40:45;TIC Turbo Speed;;1,6;9:12:26;0:28:19;1699;
9:40:45;TIC Turbo Power;;7,5;9:12:26;0:28:19;1699;
9:40:45;TIC Gauge 1;11;1,73E+04;9:12:26;0:28:19;1699;
9:40:45;TIC Gauge 2;5;9,90E+09;9:12:26;0:28:19;1699;
9:40:45;TIC Gauge 3;5;9,90E+09;9:12:26;0:28:19;1699;
9:40:47;TIC Turbo Speed;;1,6;9:12:26;0:28:21;1701;
9:40:47;TIC Turbo Power;;8,2;9:12:26;0:28:21;1701;
9:40:47;TIC Gauge 1;11;1,73E+04;9:12:26;0:28:21;1701;
9:40:47;TIC Gauge 2;5;9,90E+09;9:12:26;0:28:21;1701;
9:40:47;TIC Gauge 3;5;9,90E+09;9:12:26;0:28:21;1701;
9:40:49;TIC Turbo Speed;;1,6;9:12:26;0:28:23;1703;
9:40:49;TIC Turbo Power;;8;9:12:26;0:28:23;1703;
9:40:49;TIC Gauge 1;11;1,73E+04;9:12:26;0:28:23;1703;
9:40:49;TIC Gauge 2;5;9,90E+09;9:12:26;0:28:23;1703;
9:40:49;TIC Gauge 3;5;9,90E+09;9:12:26;0:28:23;1703;
9:40:51;TIC Turbo Speed;;1,6;9:12:26;0:28:25;1705;
9:40:51;TIC Turbo Power;;7;9:12:26;0:28:25;1705;
9:40:51;TIC Gauge 1;11;1,74E+04;9:12:26;0:28:25;1705;
9:40:51;TIC Gauge 2;5;9,90E+09;9:12:26;0:28:25;1705;
9:40:51;TIC Gauge 3;5;9,90E+09;9:12:26;0:28:25;1705;
9:40:53;TIC Turbo Speed;;1,6;9:12:26;0:28:27;1707;
9:40:53;TIC Turbo Power;;6,5;9:12:26;0:28:27;1707;
9:40:53;TIC Gauge 1;11;1,73E+04;9:12:26;0:28:27;1707;
9:40:53;TIC Gauge 2;5;9,90E+09;9:12:26;0:28:27;1707;
9:40:53;TIC Gauge 3;5;9,90E+09;9:12:26;0:28:27;1707;
9:40:55;TIC Gauge 1;11;1,73E+04;9:12:26;0:28:29;1709;
9:40:55;TIC Turbo Speed;;1,6;9:12:26;0:28:29;1709;
9:40:55;TIC Turbo Power;;6,1;9:12:26;0:28:29;1709;
9:40:55;TIC Gauge 2;5;9,90E+09;9:12:26;0:28:29;1709;
9:40:55;TIC Gauge 3;5;9,90E+09;9:12:26;0:28:29;1709;
9:40:57;TIC Turbo Speed;;1,6;9:12:26;0:28:31;1711;
9:40:57;TIC Turbo Power;;7,5;9:12:26;0:28:31;1711;
9:40:57;TIC Gauge 1;11;1,73E+04;9:12:26;0:28:31;1711;
9:40:57;TIC Gauge 2;5;9,90E+09;9:12:26;0:28:31;1711;
9:40:58;TIC Gauge 3;5;9,90E+09;9:12:26;0:28:32;1712;
9:40:59;TIC Turbo Speed;;1,6;9:12:26;0:28:33;1713;
9:40:59;TIC Turbo Power;;8,2;9:12:26;0:28:33;1713;
9:40:59;TIC Gauge 1;11;1,73E+04;9:12:26;0:28:33;1713;
9:40:59;TIC Gauge 2;5;9,90E+09;9:12:26;0:28:33;1713;
9:41:00;TIC Gauge 3;5;9,90E+09;9:12:26;0:28:34;1714;
9:41:01;TIC Gauge 3;5;9,90E+09;9:12:26;0:28:35;1715;
9:41:01;TIC Turbo Speed;;1,6;9:12:26;0:28:35;1715;
9:41:01;TIC Turbo Power;;6,5;9:12:26;0:28:35;1715;
9:41:02;TIC Gauge 1;11;1,73E+04;9:12:26;0:28:36;1716;
9:41:02;TIC Gauge 2;5;9,90E+09;9:12:26;0:28:36;1716;
9:41:03;TIC Gauge 1;11;1,73E+04;9:12:26;0:28:37;1717;
9:41:03;TIC Turbo Speed;;1,6;9:12:26;0:28:37;1717;
9:41:04;TIC Turbo Power;;8,2;9:12:26;0:28:38;1718;
9:41:04;TIC Gauge 2;5;9,90E+09;9:12:26;0:28:38;1718;
9:41:04;TIC Gauge 3;5;9,90E+09;9:12:26;0:28:38;1718;
9:41:05;TIC Turbo Speed;;1,6;9:12:26;0:28:39;1719;
9:41:06;TIC Turbo Power;;8,2;9:12:26;0:28:40;1720;
9:41:06;TIC Gauge 1;11;1,73E+04;9:12:26;0:28:40;1720;
9:41:06;TIC Gauge 2;5;9,90E+09;9:12:26;0:28:40;1720;
9:41:06;TIC Gauge 3;5;9,90E+09;9:12:26;0:28:40;1720;
9:41:08;TIC Turbo Speed;;1,6;9:12:26;0:28:42;1722;
9:41:08;TIC Turbo Power;;6,1;9:12:26;0:28:42;1722;
9:41:08;TIC Gauge 1;11;1,73E+04;9:12:26;0:28:42;1722;
9:41:08;TIC Gauge 2;5;9,90E+09;9:12:26;0:28:42;1722;
9:41:08;TIC Gauge 3;5;9,90E+09;9:12:26;0:28:42;1722;
9:41:10;TIC Gauge 1;11;1,73E+04;9:12:26;0:28:44;1724;
9:41:10;TIC Turbo Speed;;1,6;9:12:26;0:28:44;1724;
9:41:10;TIC Turbo Power;;6,5;9:12:26;0:28:44;1724;
9:41:10;TIC Gauge 2;5;9,90E+09;9:12:26;0:28:44;1724;
9:41:10;TIC Gauge 3;5;9,90E+09;9:12:26;0:28:44;1724;
9:41:12;TIC Turbo Speed;;1,6;9:12:26;0:28:46;1726;
9:41:12;TIC Turbo Power;;8;9:12:26;0:28:46;1726;
9:41:12;TIC Gauge 1;11;1,74E+04;9:12:26;0:28:46;1726;
9:41:12;TIC Gauge 2;5;9,90E+09;9:12:26;0:28:46;1726;
9:41:12;TIC Gauge 3;5;9,90E+09;9:12:26;0:28:46;1726;
9:41:14;TIC Turbo Speed;;1,6;9:12:26;0:28:48;1728;
9:41:14;TIC Turbo Power;;8;9:12:26;0:28:48;1728;
9:41:14;TIC Gauge 1;11;1,74E+04;9:12:26;0:28:48;1728;
9:41:14;TIC Gauge 2;5;9,90E+09;9:12:26;0:28:48;1728;
9:41:14;TIC Gauge 3;5;9,90E+09;9:12:26;0:28:48;1728;
9:41:16;TIC Turbo Speed;;1,6;9:12:26;0:28:50;1730;
9:41:16;TIC Turbo Power;;7,5;9:12:26;0:28:50;1730;
9:41:16;TIC Gauge 1;11;1,74E+04;9:12:26;0:28:50;1730;
9:41:16;TIC Gauge 2;5;9,90E+09;9:12:26;0:28:50;1730;
9:41:16;TIC Gauge 3;5;9,90E+09;9:12:26;0:28:50;1730;
9:41:18;TIC Turbo Speed;;1,6;9:12:26;0:28:52;1732;
9:41:18;TIC Turbo Power;;8;9:12:26;0:28:52;1732;
9:41:18;TIC Gauge 1;11;1,74E+04;9:12:26;0:28:52;1732;
9:41:18;TIC Gauge 2;5;9,90E+09;9:12:26;0:28:52;1732;
9:41:18;TIC Gauge 3;5;9,90E+09;9:12:26;0:28:52;1732;
9:41:20;TIC Turbo Speed;;1,6;9:12:26;0:28:54;1734;
9:41:20;TIC Turbo Power;;7;9:12:26;0:28:54;1734;
9:41:20;TIC Gauge 1;11;1,74E+04;9:12:26;0:28:54;1734;
9:41:20;TIC Gauge 2;5;9,90E+09;9:12:26;0:28:54;1734;
9:41:20;TIC Gauge 3;5;9,90E+09;9:12:26;0:28:54;1734;
9:41:22;TIC Turbo Speed;;1,6;9:12:26;0:28:56;1736;
9:41:22;TIC Turbo Power;;7,5;9:12:26;0:28:56;1736;
9:41:22;TIC Gauge 1;11;1,74E+04;9:12:26;0:28:56;1736;
9:41:22;TIC Gauge 2;5;9,90E+09;9:12:26;0:28:56;1736;
9:41:22;TIC Gauge 3;5;9,90E+09;9:12:26;0:28:56;1736;
9:41:24;TIC Turbo Speed;;1,6;9:12:26;0:28:58;1738;
9:41:24;TIC Turbo Power;;8;9:12:26;0:28:58;1738;
9:41:24;TIC Gauge 1;11;1,74E+04;9:12:26;0:28:58;1738;
9:41:24;TIC Gauge 2;5;9,90E+09;9:12:26;0:28:58;1738;
9:41:24;TIC Gauge 3;5;9,90E+09;9:12:26;0:28:58;1738;
9:41:26;TIC Turbo Speed;;1,6;9:12:26;0:29:00;1740;
9:41:26;TIC Turbo Power;;6,5;9:12:26;0:29:00;1740;
9:41:26;TIC Gauge 1;11;1,74E+04;9:12:26;0:29:00;1740;
9:41:26;TIC Gauge 2;5;9,90E+09;9:12:26;0:29:00;1740;
9:41:26;TIC Gauge 3;5;9,90E+09;9:12:26;0:29:00;1740;
9:41:28;TIC Gauge 3;5;9,90E+09;9:12:26;0:29:02;1742;
9:41:28;TIC Turbo Speed;;1,6;9:12:26;0:29:02;1742;
9:41:28;TIC Turbo Power;;6,5;9:12:26;0:29:02;1742;
9:41:28;TIC Gauge 1;11;1,74E+04;9:12:26;0:29:02;1742;
9:41:28;TIC Gauge 2;5;9,90E+09;9:12:26;0:29:02;1742;
9:41:30;TIC Gauge 2;5;9,90E+09;9:12:26;0:29:04;1744;
9:41:30;TIC Turbo Speed;;1,6;9:12:26;0:29:04;1744;
9:41:30;TIC Turbo Power;;6,5;9:12:26;0:29:04;1744;
9:41:30;TIC Gauge 3;5;9,90E+09;9:12:26;0:29:04;1744;
9:41:30;TIC Gauge 1;11;1,74E+04;9:12:26;0:29:04;1744;
9:41:32;TIC Turbo Speed;;1,6;9:12:26;0:29:06;1746;
9:41:32;TIC Turbo Power;;6,1;9:12:26;0:29:06;1746;
9:41:32;TIC Gauge 1;11;1,74E+04;9:12:26;0:29:06;1746;
9:41:32;TIC Gauge 2;5;9,90E+09;9:12:26;0:29:06;1746;
9:41:33;TIC Gauge 3;5;9,90E+09;9:12:26;0:29:07;1747;
9:41:34;TIC Turbo Speed;;1,6;9:12:26;0:29:08;1748;
9:41:34;TIC Turbo Power;;8,4;9:12:26;0:29:08;1748;
9:41:34;TIC Gauge 1;11;1,74E+04;9:12:26;0:29:08;1748;
9:41:35;TIC Gauge 2;5;9,90E+09;9:12:26;0:29:09;1749;
9:41:35;TIC Gauge 3;5;9,90E+09;9:12:26;0:29:09;1749;
9:41:36;TIC Turbo Speed;;1,6;9:12:26;0:29:10;1750;
9:41:36;TIC Turbo Power;;6,1;9:12:26;0:29:10;1750;
9:41:36;TIC Gauge 1;11;1,74E+04;9:12:26;0:29:10;1750;
9:41:37;TIC Gauge 2;5;9,90E+09;9:12:26;0:29:11;1751;
9:41:37;TIC Gauge 3;5;9,90E+09;9:12:26;0:29:11;1751;
9:41:38;TIC Gauge 2;5;9,90E+09;9:12:26;0:29:12;1752;
9:41:38;TIC Turbo Speed;;1,6;9:12:26;0:29:12;1752;
9:41:38;TIC Turbo Power;;6,3;9:12:26;0:29:12;1752;
9:41:39;TIC Gauge 1;11;1,74E+04;9:12:26;0:29:13;1753;
9:41:39;TIC Gauge 3;5;9,90E+09;9:12:26;0:29:13;1753;
9:41:40;TIC Turbo Speed;;1,6;9:12:26;0:29:14;1754;
9:41:41;TIC Turbo Power;;6,1;9:12:26;0:29:15;1755;
9:41:41;TIC Gauge 1;11;1,74E+04;9:12:26;0:29:15;1755;
9:41:41;TIC Gauge 2;5;9,90E+09;9:12:26;0:29:15;1755;
9:41:41;TIC Gauge 3;5;9,90E+09;9:12:26;0:29:15;1755;
9:41:43;TIC Turbo Speed;;1,6;9:12:26;0:29:17;1757;
9:41:43;TIC Turbo Power;;7;9:12:26;0:29:17;1757;
9:41:43;TIC Gauge 1;11;1,74E+04;9:12:26;0:29:17;1757;
9:41:43;TIC Gauge 2;5;9,90E+09;9:12:26;0:29:17;1757;
9:41:43;TIC Gauge 3;5;9,90E+09;9:12:26;0:29:17;1757;
9:41:45;TIC Gauge 3;5;9,90E+09;9:12:26;0:29:19;1759;
9:41:45;TIC Turbo Speed;;1,6;9:12:26;0:29:19;1759;
9:41:45;TIC Turbo Power;;7,3;9:12:26;0:29:19;1759;
9:41:45;TIC Gauge 1;11;1,74E+04;9:12:26;0:29:19;1759;
9:41:45;TIC Gauge 2;5;9,90E+09;9:12:26;0:29:19;1759;
9:41:47;TIC Gauge 3;5;9,90E+09;9:12:26;0:29:21;1761;
9:41:47;TIC Turbo Speed;;1,6;9:12:26;0:29:21;1761;
9:41:47;TIC Turbo Power;;8;9:12:26;0:29:21;1761;
