Time;Object Name;Status;Value;;;;;Object Name;Value;
9:59:56;;;6,8;9:12:26;0:47:30;;;;6,8;2850
9:59:56;TIC Gauge 2;5;9,90E+09;9:12:26;0:47:30;;;TIC Gauge 2;9,90E+09;2850
9:59:56;TIC Gauge 3;5;9,90E+09;9:12:26;0:47:30;;;TIC Gauge 3;9,90E+09;2850
9:59:58;;;1,6;9:12:26;0:47:32;;;;1,6;2852
9:59:58;;;8,2;9:12:26;0:47:32;;;;8,2;2852
9:59:58;TIC Gauge 1;11;2,42E+04;9:12:26;0:47:32;;;TIC Gauge 1;2,42E+04;2852
9:59:58;TIC Gauge 2;5;9,90E+09;9:12:26;0:47:32;;;TIC Gauge 2;9,90E+09;2852
9:59:58;TIC Gauge 3;5;9,90E+09;9:12:26;0:47:32;;;TIC Gauge 3;9,90E+09;2852
10:00:00;;;1,6;9:12:26;0:47:34;;;;1,6;2854
10:00:00;;;8,2;9:12:26;0:47:34;;;;8,2;2854
10:00:00;TIC Gauge 1;11;2,41E+04;9:12:26;0:47:34;;;TIC Gauge 1;2,41E+04;2854
10:00:00;TIC Gauge 2;5;9,90E+09;9:12:26;0:47:34;;;TIC Gauge 2;9,90E+09;2854
10:00:00;TIC Gauge 3;5;9,90E+09;9:12:26;0:47:34;;;TIC Gauge 3;9,90E+09;2854
10:00:02;;;1,6;9:12:26;0:47:36;;;;1,6;2856
10:00:02;;;6,8;9:12:26;0:47:36;;;;6,8;2856
10:00:02;TIC Gauge 1;11;2,43E+04;9:12:26;0:47:36;;;TIC Gauge 1;2,43E+04;2856
10:00:02;TIC Gauge 2;5;9,90E+09;9:12:26;0:47:36;;;TIC Gauge 2;9,90E+09;2856
10:00:02;TIC Gauge 3;5;9,90E+09;9:12:26;0:47:36;;;TIC Gauge 3;9,90E+09;2856
10:00:04;TIC Gauge 3;5;9,90E+09;9:12:26;0:47:38;;;TIC Gauge 3;9,90E+09;2858
10:00:04;;;1,6;9:12:26;0:47:38;;;;1,6;2858
10:00:04;;;6,3;9:12:26;0:47:38;;;;6,3;2858
10:00:04;TIC Gauge 1;11;2,43E+04;9:12:26;0:47:38;;;TIC Gauge 1;2,43E+04;2858
10:00:04;TIC Gauge 2;5;9,90E+09;9:12:26;0:47:38;;;TIC Gauge 2;9,90E+09;2858
10:00:06;TIC Gauge 1;11;2,43E+04;9:12:26;0:47:40;;;TIC Gauge 1;2,43E+04;2860
10:00:06;;;1,6;9:12:26;0:47:40;;;;1,6;2860
10:00:06;;;6,5;9:12:26;0:47:40;;;;6,5;2860
10:00:06;TIC Gauge 2;5;9,90E+09;9:12:26;0:47:40;;;TIC Gauge 2;9,90E+09;2860
10:00:07;TIC Gauge 3;5;9,90E+09;9:12:26;0:47:41;;;TIC Gauge 3;9,90E+09;2861
10:00:08;;;1,6;9:12:26;0:47:42;;;;1,6;2862
10:00:08;;;8,2;9:12:26;0:47:42;;;;8,2;2862
10:00:08;TIC Gauge 1;11;2,43E+04;9:12:26;0:47:42;;;TIC Gauge 1;2,43E+04;2862
10:00:08;TIC Gauge 2;5;9,90E+09;9:12:26;0:47:42;;;TIC Gauge 2;9,90E+09;2862
10:00:09;TIC Gauge 3;5;9,90E+09;9:12:26;0:47:43;;;TIC Gauge 3;9,90E+09;2863
10:00:10;;;1,6;9:12:26;0:47:44;;;;1,6;2864
10:00:10;;;6,5;9:12:26;0:47:44;;;;6,5;2864
10:00:10;TIC Gauge 1;11;2,42E+04;9:12:26;0:47:44;;;TIC Gauge 1;2,42E+04;2864
10:00:11;TIC Gauge 2;5;9,90E+09;9:12:26;0:47:45;;;TIC Gauge 2;9,90E+09;2865
10:00:11;TIC Gauge 3;5;9,90E+09;9:12:26;0:47:45;;;TIC Gauge 3;9,90E+09;2865
10:00:12;TIC Gauge 3;5;9,90E+09;9:12:26;0:47:46;;;TIC Gauge 3;9,90E+09;2866
10:00:12;;;1,6;9:12:26;0:47:46;;;;1,6;2866
10:00:12;;;7;9:12:26;0:47:46;;;;7;2866
10:00:13;TIC Gauge 1;11;2,43E+04;9:12:26;0:47:47;;;TIC Gauge 1;2,43E+04;2867
10:00:13;TIC Gauge 2;5;9,90E+09;9:12:26;0:47:47;;;TIC Gauge 2;9,90E+09;2867
10:00:14;TIC Gauge 1;11;2,41E+04;9:12:26;0:47:48;;;TIC Gauge 1;2,41E+04;2868
10:00:14;;;1,6;9:12:26;0:47:48;;;;1,6;2868
10:00:15;;;6,5;9:12:26;0:47:49;;;;6,5;2869
10:00:15;TIC Gauge 2;5;9,90E+09;9:12:26;0:47:49;;;TIC Gauge 2;9,90E+09;2869
10:00:15;TIC Gauge 3;5;9,90E+09;9:12:26;0:47:49;;;TIC Gauge 3;9,90E+09;2869
10:00:17;;;1,6;9:12:26;0:47:51;;;;1,6;2871
10:00:17;;;6,5;9:12:26;0:47:51;;;;6,5;2871
10:00:17;TIC Gauge 1;11;2,40E+04;9:12:26;0:47:51;;;TIC Gauge 1;2,40E+04;2871
10:00:17;TIC Gauge 2;5;9,90E+09;9:12:26;0:47:51;;;TIC Gauge 2;9,90E+09;2871
10:00:17;TIC Gauge 3;5;9,90E+09;9:12:26;0:47:51;;;TIC Gauge 3;9,90E+09;2871
10:00:19;;;1,6;9:12:26;0:47:53;;;;1,6;2873
10:00:19;;;8,4;9:12:26;0:47:53;;;;8,4;2873
10:00:19;TIC Gauge 1;11;2,41E+04;9:12:26;0:47:53;;;TIC Gauge 1;2,41E+04;2873
10:00:19;TIC Gauge 2;5;9,90E+09;9:12:26;0:47:53;;;TIC Gauge 2;9,90E+09;2873
10:00:19;TIC Gauge 3;5;9,90E+09;9:12:26;0:47:53;;;TIC Gauge 3;9,90E+09;2873
10:00:21;TIC Gauge 3;5;9,90E+09;9:12:26;0:47:55;;;TIC Gauge 3;9,90E+09;2875
10:00:21;;;1,6;9:12:26;0:47:55;;;;1,6;2875
10:00:21;;;8,2;9:12:26;0:47:55;;;;8,2;2875
10:00:21;TIC Gauge 1;11;2,41E+04;9:12:26;0:47:55;;;TIC Gauge 1;2,41E+04;2875
10:00:21;TIC Gauge 2;5;9,90E+09;9:12:26;0:47:55;;;TIC Gauge 2;9,90E+09;2875
10:00:23;TIC Gauge 2;5;9,90E+09;9:12:26;0:47:57;;;TIC Gauge 2;9,90E+09;2877
10:00:23;;;1,6;9:12:26;0:47:57;;;;1,6;2877
10:00:23;;;6,5;9:12:26;0:47:57;;;;6,5;2877
10:00:23;TIC Gauge 3;5;9,90E+09;9:12:26;0:47:57;;;TIC Gauge 3;9,90E+09;2877
10:00:23;TIC Gauge 1;11;2,40E+04;9:12:26;0:47:57;;;TIC Gauge 1;2,40E+04;2877
10:00:25;;;1,6;9:12:26;0:47:59;;;;1,6;2879
10:00:25;;;7,5;9:12:26;0:47:59;;;;7,5;2879
10:00:25;TIC Gauge 1;11;2,41E+04;9:12:26;0:47:59;;;TIC Gauge 1;2,41E+04;2879
10:00:25;TIC Gauge 2;5;9,90E+09;9:12:26;0:47:59;;;TIC Gauge 2;9,90E+09;2879
10:00:25;TIC Gauge 3;5;9,90E+09;9:12:26;0:47:59;;;TIC Gauge 3;9,90E+09;2879
10:00:27;TIC Gauge 3;5;9,90E+09;9:12:26;0:48:01;;;TIC Gauge 3;9,90E+09;2881
10:00:27;;;1,6;9:12:26;0:48:01;;;;1,6;2881
10:00:27;;;6,3;9:12:26;0:48:01;;;;6,3;2881
10:00:27;TIC Gauge 1;11;2,41E+04;9:12:26;0:48:01;;;TIC Gauge 1;2,41E+04;2881
10:00:27;TIC Gauge 2;5;9,90E+09;9:12:26;0:48:01;;;TIC Gauge 2;9,90E+09;2881
10:00:29;TIC Gauge 2;5;9,90E+09;9:12:26;0:48:03;;;TIC Gauge 2;9,90E+09;2883
10:00:29;;;1,6;9:12:26;0:48:03;;;;1,6;2883
10:00:29;;;6,1;9:12:26;0:48:03;;;;6,1;2883
10:00:29;TIC Gauge 3;5;9,90E+09;9:12:26;0:48:03;;;TIC Gauge 3;9,90E+09;2883
10:00:29;TIC Gauge 1;11;2,41E+04;9:12:26;0:48:03;;;TIC Gauge 1;2,41E+04;2883
10:00:31;TIC Gauge 1;11;2,40E+04;9:12:26;0:48:05;;;TIC Gauge 1;2,40E+04;2885
10:00:31;;;1,6;9:12:26;0:48:05;;;;1,6;2885
10:00:31;;;6,1;9:12:26;0:48:05;;;;6,1;2885
10:00:31;TIC Gauge 2;5;9,90E+09;9:12:26;0:48:05;;;TIC Gauge 2;9,90E+09;2885
10:00:31;TIC Gauge 3;5;9,90E+09;9:12:26;0:48:05;;;TIC Gauge 3;9,90E+09;2885
10:00:33;;;1,6;9:12:26;0:48:07;;;;1,6;2887
10:00:33;;;6,1;9:12:26;0:48:07;;;;6,1;2887
10:00:33;TIC Gauge 1;11;2,41E+04;9:12:26;0:48:07;;;TIC Gauge 1;2,41E+04;2887
10:00:33;TIC Gauge 2;5;9,90E+09;9:12:26;0:48:07;;;TIC Gauge 2;9,90E+09;2887
10:00:33;TIC Gauge 3;5;9,90E+09;9:12:26;0:48:07;;;TIC Gauge 3;9,90E+09;2887
10:00:35;;;1,6;9:12:26;0:48:09;;;;1,6;2889
10:00:35;;;7,3;9:12:26;0:48:09;;;;7,3;2889
10:00:35;TIC Gauge 1;11;2,40E+04;9:12:26;0:48:09;;;TIC Gauge 1;2,40E+04;2889
10:00:35;TIC Gauge 2;5;9,90E+09;9:12:26;0:48:09;;;TIC Gauge 2;9,90E+09;2889
10:00:35;TIC Gauge 3;5;9,90E+09;9:12:26;0:48:09;;;TIC Gauge 3;9,90E+09;2889
10:00:37;;;1,6;9:12:26;0:48:11;;;;1,6;2891
10:00:37;;;6,3;9:12:26;0:48:11;;;;6,3;2891
10:00:37;TIC Gauge 1;11;2,40E+04;9:12:26;0:48:11;;;TIC Gauge 1;2,40E+04;2891
10:00:37;TIC Gauge 2;5;9,90E+09;9:12:26;0:48:11;;;TIC Gauge 2;9,90E+09;2891
10:00:37;TIC Gauge 3;5;9,90E+09;9:12:26;0:48:11;;;TIC Gauge 3;9,90E+09;2891
10:00:39;TIC Gauge 3;5;9,90E+09;9:12:26;0:48:13;;;TIC Gauge 3;9,90E+09;2893
10:00:39;;;1,6;9:12:26;0:48:13;;;;1,6;2893
10:00:39;;;8;9:12:26;0:48:13;;;;8;2893
10:00:39;TIC Gauge 1;11;2,41E+04;9:12:26;0:48:13;;;TIC Gauge 1;2,41E+04;2893
10:00:39;TIC Gauge 2;5;9,90E+09;9:12:26;0:48:13;;;TIC Gauge 2;9,90E+09;2893
10:00:41;TIC Gauge 2;5;9,90E+09;9:12:26;0:48:15;;;TIC Gauge 2;9,90E+09;2895
10:00:41;;;1,6;9:12:26;0:48:15;;;;1,6;2895
10:00:41;;;6,1;9:12:26;0:48:15;;;;6,1;2895
10:00:41;TIC Gauge 3;5;9,90E+09;9:12:26;0:48:15;;;TIC Gauge 3;9,90E+09;2895
10:00:41;TIC Gauge 1;11;2,41E+04;9:12:26;0:48:15;;;TIC Gauge 1;2,41E+04;2895
10:00:43;;;1,6;9:12:26;0:48:17;;;;1,6;2897
10:00:43;;;8;9:12:26;0:48:17;;;;8;2897
10:00:43;TIC Gauge 1;11;2,40E+04;9:12:26;0:48:17;;;TIC Gauge 1;2,40E+04;2897
10:00:43;TIC Gauge 2;5;9,90E+09;9:12:26;0:48:17;;;TIC Gauge 2;9,90E+09;2897
10:00:44;TIC Gauge 3;5;9,90E+09;9:12:26;0:48:18;;;TIC Gauge 3;9,90E+09;2898
10:00:45;;;1,6;9:12:26;0:48:19;;;;1,6;2899
10:00:45;;;6,5;9:12:26;0:48:19;;;;6,5;2899
10:00:46;TIC Gauge 1;11;2,40E+04;9:12:26;0:48:20;;;TIC Gauge 1;2,40E+04;2900
10:00:46;TIC Gauge 2;5;9,90E+09;9:12:26;0:48:20;;;TIC Gauge 2;9,90E+09;2900
10:00:46;TIC Gauge 3;5;9,90E+09;9:12:26;0:48:20;;;TIC Gauge 3;9,90E+09;2900
10:00:47;;;1,6;9:12:26;0:48:21;;;;1,6;2901
10:00:47;;;6,1;9:12:26;0:48:21;;;;6,1;2901
10:00:48;TIC Gauge 1;11;2,40E+04;9:12:26;0:48:22;;;TIC Gauge 1;2,40E+04;2902
10:00:48;TIC Gauge 2;5;9,90E+09;9:12:26;0:48:22;;;TIC Gauge 2;9,90E+09;2902
10:00:48;TIC Gauge 3;5;9,90E+09;9:12:26;0:48:22;;;TIC Gauge 3;9,90E+09;2902
10:00:49;TIC Gauge 2;5;9,90E+09;9:12:26;0:48:23;;;TIC Gauge 2;9,90E+09;2903
10:00:49;;;1,6;9:12:26;0:48:23;;;;1,6;2903
10:00:50;;;8,4;9:12:26;0:48:24;;;;8,4;2904
10:00:50;TIC Gauge 3;5;9,90E+09;9:12:26;0:48:24;;;TIC Gauge 3;9,90E+09;2904
10:00:50;TIC Gauge 1;11;2,40E+04;9:12:26;0:48:24;;;TIC Gauge 1;2,40E+04;2904
10:00:52;;;1,6;9:12:26;0:48:26;;;;1,6;2906
10:00:52;;;6,3;9:12:26;0:48:26;;;;6,3;2906
10:00:52;TIC Gauge 1;11;2,40E+04;9:12:26;0:48:26;;;TIC Gauge 1;2,40E+04;2906
10:00:52;TIC Gauge 2;5;9,90E+09;9:12:26;0:48:26;;;TIC Gauge 2;9,90E+09;2906
10:00:52;TIC Gauge 3;5;9,90E+09;9:12:26;0:48:26;;;TIC Gauge 3;9,90E+09;2906
10:00:54;;;1,6;9:12:26;0:48:28;;;;1,6;2908
10:00:54;;;6,1;9:12:26;0:48:28;;;;6,1;2908
10:00:54;TIC Gauge 1;11;2,40E+04;9:12:26;0:48:28;;;TIC Gauge 1;2,40E+04;2908
10:00:54;TIC Gauge 2;5;9,90E+09;9:12:26;0:48:28;;;TIC Gauge 2;9,90E+09;2908
10:00:54;TIC Gauge 3;5;9,90E+09;9:12:26;0:48:28;;;TIC Gauge 3;9,90E+09;2908
10:00:56;;;1,6;9:12:26;0:48:30;;;;1,6;2910
10:00:56;;;6,3;9:12:26;0:48:30;;;;6,3;2910
10:00:56;TIC Gauge 1;11;2,41E+04;9:12:26;0:48:30;;;TIC Gauge 1;2,41E+04;2910
10:00:56;TIC Gauge 2;5;9,90E+09;9:12:26;0:48:30;;;TIC Gauge 2;9,90E+09;2910
10:00:56;TIC Gauge 3;5;9,90E+09;9:12:26;0:48:30;;;TIC Gauge 3;9,90E+09;2910
10:00:58;;;1,6;9:12:26;0:48:32;;;;1,6;2912
10:00:58;;;6,8;9:12:26;0:48:32;;;;6,8;2912
10:00:58;TIC Gauge 1;11;2,40E+04;9:12:26;0:48:32;;;TIC Gauge 1;2,40E+04;2912
10:00:58;TIC Gauge 2;5;9,90E+09;9:12:26;0:48:32;;;TIC Gauge 2;9,90E+09;2912
10:00:58;TIC Gauge 3;5;9,90E+09;9:12:26;0:48:32;;;TIC Gauge 3;9,90E+09;2912
10:01:00;TIC Gauge 1;11;2,40E+04;9:12:26;0:48:34;;;TIC Gauge 1;2,40E+04;2914
10:01:00;;;1,6;9:12:26;0:48:34;;;;1,6;2914
10:01:00;;;7,5;9:12:26;0:48:34;;;;7,5;2914
10:01:00;TIC Gauge 2;5;9,90E+09;9:12:26;0:48:34;;;TIC Gauge 2;9,90E+09;2914
10:01:00;TIC Gauge 3;5;9,90E+09;9:12:26;0:48:34;;;TIC Gauge 3;9,90E+09;2914
10:01:02;;;1,6;9:12:26;0:48:36;;;;1,6;2916
10:01:02;;;8;9:12:26;0:48:36;;;;8;2916
10:01:02;TIC Gauge 1;11;2,40E+04;9:12:26;0:48:36;;;TIC Gauge 1;2,40E+04;2916
10:01:02;TIC Gauge 2;5;9,90E+09;9:12:26;0:48:36;;;TIC Gauge 2;9,90E+09;2916
10:01:02;TIC Gauge 3;5;9,90E+09;9:12:26;0:48:36;;;TIC Gauge 3;9,90E+09;2916
10:01:04;TIC Gauge 2;5;9,90E+09;9:12:26;0:48:38;;;TIC Gauge 2;9,90E+09;2918
10:01:04;;;1,6;9:12:26;0:48:38;;;;1,6;2918
10:01:04;;;6,1;9:12:26;0:48:38;;;;6,1;2918
10:01:04;TIC Gauge 3;5;9,90E+09;9:12:26;0:48:38;;;TIC Gauge 3;9,90E+09;2918
10:01:04;TIC Gauge 1;11;2,40E+04;9:12:26;0:48:38;;;TIC Gauge 1;2,40E+04;2918
10:01:06;;;1,6;9:12:26;0:48:40;;;;1,6;2920
10:01:06;;;6,1;9:12:26;0:48:40;;;;6,1;2920
10:01:06;TIC Gauge 1;11;2,41E+04;9:12:26;0:48:40;;;TIC Gauge 1;2,41E+04;2920
10:01:06;TIC Gauge 2;5;9,90E+09;9:12:26;0:48:40;;;TIC Gauge 2;9,90E+09;2920
10:01:06;TIC Gauge 3;5;9,90E+09;9:12:26;0:48:40;;;TIC Gauge 3;9,90E+09;2920
10:01:08;;;1,6;9:12:26;0:48:42;;;;1,6;2922
10:01:08;;;7;9:12:26;0:48:42;;;;7;2922
10:01:08;TIC Gauge 1;11;2,40E+04;9:12:26;0:48:42;;;TIC Gauge 1;2,40E+04;2922
10:01:08;TIC Gauge 2;5;9,90E+09;9:12:26;0:48:42;;;TIC Gauge 2;9,90E+09;2922
10:01:08;TIC Gauge 3;5;9,90E+09;9:12:26;0:48:42;;;TIC Gauge 3;9,90E+09;2922
10:01:10;;;1,6;9:12:26;0:48:44;;;;1,6;2924
10:01:10;;;6,3;9:12:26;0:48:44;;;;6,3;2924
10:01:10;TIC Gauge 1;11;2,40E+04;9:12:26;0:48:44;;;TIC Gauge 1;2,40E+04;2924
10:01:10;TIC Gauge 2;5;9,90E+09;9:12:26;0:48:44;;;TIC Gauge 2;9,90E+09;2924
10:01:10;TIC Gauge 3;5;9,90E+09;9:12:26;0:48:44;;;TIC Gauge 3;9,90E+09;2924
10:01:12;;;1,6;9:12:26;0:48:46;;;;1,6;2926
10:01:12;;;6,1;9:12:26;0:48:46;;;;6,1;2926
10:01:12;TIC Gauge 1;11;2,40E+04;9:12:26;0:48:46;;;TIC Gauge 1;2,40E+04;2926
10:01:12;TIC Gauge 2;5;9,90E+09;9:12:26;0:48:46;;;TIC Gauge 2;9,90E+09;2926
10:01:12;TIC Gauge 3;5;9,90E+09;9:12:26;0:48:46;;;TIC Gauge 3;9,90E+09;2926
10:01:14;;;1,6;9:12:26;0:48:48;;;;1,6;2928
10:01:14;;;7,5;9:12:26;0:48:48;;;;7,5;2928
10:01:14;TIC Gauge 1;11;2,42E+04;9:12:26;0:48:48;;;TIC Gauge 1;2,42E+04;2928
10:01:14;TIC Gauge 2;5;9,90E+09;9:12:26;0:48:48;;;TIC Gauge 2;9,90E+09;2928
10:01:14;TIC Gauge 3;5;9,90E+09;9:12:26;0:48:48;;;TIC Gauge 3;9,90E+09;2928
10:01:16;;;1,6;9:12:26;0:48:50;;;;1,6;2930
10:01:16;;;6,1;9:12:26;0:48:50;;;;6,1;2930
10:01:16;TIC Gauge 1;11;2,40E+04;9:12:26;0:48:50;;;TIC Gauge 1;2,40E+04;2930
10:01:16;TIC Gauge 2;5;9,90E+09;9:12:26;0:48:50;;;TIC Gauge 2;9,90E+09;2930
10:01:17;TIC Gauge 3;5;9,90E+09;9:12:26;0:48:51;;;TIC Gauge 3;9,90E+09;2931
10:01:18;;;1,6;9:12:26;0:48:52;;;;1,6;2932
10:01:18;;;8,4;9:12:26;0:48:52;;;;8,4;2932
10:01:18;TIC Gauge 1;11;2,40E+04;9:12:26;0:48:52;;;TIC Gauge 1;2,40E+04;2932
10:01:18;TIC Gauge 2;5;9,90E+09;9:12:26;0:48:52;;;TIC Gauge 2;9,90E+09;2932
10:01:19;TIC Gauge 3;5;9,90E+09;9:12:26;0:48:53;;;TIC Gauge 3;9,90E+09;2933
10:01:20;;;1,6;9:12:26;0:48:54;;;;1,6;2934
10:01:20;;;6,1;9:12:26;0:48:54;;;;6,1;2934
10:01:21;TIC Gauge 1;11;2,40E+04;9:12:26;0:48:55;;;TIC Gauge 1;2,40E+04;2935
10:01:21;TIC Gauge 2;5;9,90E+09;9:12:26;0:48:55;;;TIC Gauge 2;9,90E+09;2935
10:01:21;TIC Gauge 3;5;9,90E+09;9:12:26;0:48:55;;;TIC Gauge 3;9,90E+09;2935
10:01:22;;;1,6;9:12:26;0:48:56;;;;1,6;2936
10:01:22;;;7;9:12:26;0:48:56;;;;7;2936
10:01:23;TIC Gauge 1;11;2,41E+04;9:12:26;0:48:57;;;TIC Gauge 1;2,41E+04;2937
10:01:23;TIC Gauge 2;5;9,90E+09;9:12:26;0:48:57;;;TIC Gauge 2;9,90E+09;2937
10:01:23;TIC Gauge 3;5;9,90E+09;9:12:26;0:48:57;;;TIC Gauge 3;9,90E+09;2937
10:01:24;;;1,6;9:12:26;0:48:58;;;;1,6;2938
10:01:25;;;6,5;9:12:26;0:48:59;;;;6,5;2939
10:01:25;TIC Gauge 1;11;2,41E+04;9:12:26;0:48:59;;;TIC Gauge 1;2,41E+04;2939
10:01:25;TIC Gauge 2;5;9,90E+09;9:12:26;0:48:59;;;TIC Gauge 2;9,90E+09;2939
10:01:25;TIC Gauge 3;5;9,90E+09;9:12:26;0:48:59;;;TIC Gauge 3;9,90E+09;2939
10:01:27;;;1,6;9:12:26;0:49:01;;;;1,6;2941
10:01:27;;;6,1;9:12:26;0:49:01;;;;6,1;2941
10:01:27;TIC Gauge 1;11;2,41E+04;9:12:26;0:49:01;;;TIC Gauge 1;2,41E+04;2941
10:01:27;TIC Gauge 2;5;9,90E+09;9:12:26;0:49:01;;;TIC Gauge 2;9,90E+09;2941
10:01:27;TIC Gauge 3;5;9,90E+09;9:12:26;0:49:01;;;TIC Gauge 3;9,90E+09;2941
10:01:29;;;1,6;9:12:26;0:49:03;;;;1,6;2943
10:01:29;;;6,5;9:12:26;0:49:03;;;;6,5;2943
10:01:29;TIC Gauge 1;11;2,41E+04;9:12:26;0:49:03;;;TIC Gauge 1;2,41E+04;2943
10:01:29;TIC Gauge 2;5;9,90E+09;9:12:26;0:49:03;;;TIC Gauge 2;9,90E+09;2943
10:01:29;TIC Gauge 3;5;9,90E+09;9:12:26;0:49:03;;;TIC Gauge 3;9,90E+09;2943
10:01:31;TIC Gauge 3;5;9,90E+09;9:12:26;0:49:05;;;TIC Gauge 3;9,90E+09;2945
10:01:31;;;1,6;9:12:26;0:49:05;;;;1,6;2945
10:01:31;;;6,5;9:12:26;0:49:05;;;;6,5;2945
10:01:31;TIC Gauge 1;11;2,41E+04;9:12:26;0:49:05;;;TIC Gauge 1;2,41E+04;2945
10:01:31;TIC Gauge 2;5;9,90E+09;9:12:26;0:49:05;;;TIC Gauge 2;9,90E+09;2945
10:01:33;;;1,6;9:12:26;0:49:07;;;;1,6;2947
10:01:33;;;7,3;9:12:26;0:49:07;;;;7,3;2947
10:01:33;TIC Gauge 1;11;2,41E+04;9:12:26;0:49:07;;;TIC Gauge 1;2,41E+04;2947
10:01:33;TIC Gauge 2;5;9,90E+09;9:12:26;0:49:07;;;TIC Gauge 2;9,90E+09;2947
10:01:33;TIC Gauge 3;5;9,90E+09;9:12:26;0:49:07;;;TIC Gauge 3;9,90E+09;2947
10:01:35;;;1,6;9:12:26;0:49:09;;;;1,6;2949
10:01:35;;;8,2;9:12:26;0:49:09;;;;8,2;2949
10:01:35;TIC Gauge 1;11;2,41E+04;9:12:26;0:49:09;;;TIC Gauge 1;2,41E+04;2949
10:01:35;TIC Gauge 2;5;9,90E+09;9:12:26;0:49:09;;;TIC Gauge 2;9,90E+09;2949
10:01:35;TIC Gauge 3;5;9,90E+09;9:12:26;0:49:09;;;TIC Gauge 3;9,90E+09;2949
10:01:37;;;1,6;9:12:26;0:49:11;;;;1,6;2951
10:01:37;;;8;9:12:26;0:49:11;;;;8;2951
10:01:37;TIC Gauge 1;11;2,40E+04;9:12:26;0:49:11;;;TIC Gauge 1;2,40E+04;2951
10:01:37;TIC Gauge 2;5;9,90E+09;9:12:26;0:49:11;;;TIC Gauge 2;9,90E+09;2951
10:01:37;TIC Gauge 3;5;9,90E+09;9:12:26;0:49:11;;;TIC Gauge 3;9,90E+09;2951
10:01:39;;;1,6;9:12:26;0:49:13;;;;1,6;2953
10:01:39;;;6,1;9:12:26;0:49:13;;;;6,1;2953
10:01:39;TIC Gauge 1;11;2,40E+04;9:12:26;0:49:13;;;TIC Gauge 1;2,40E+04;2953
10:01:39;TIC Gauge 2;5;9,90E+09;9:12:26;0:49:13;;;TIC Gauge 2;9,90E+09;2953
10:01:39;TIC Gauge 3;5;9,90E+09;9:12:26;0:49:13;;;TIC Gauge 3;9,90E+09;2953
10:01:41;;;1,6;9:12:26;0:49:15;;;;1,6;2955
10:01:41;;;6,3;9:12:26;0:49:15;;;;6,3;2955
10:01:41;TIC Gauge 1;11;2,41E+04;9:12:26;0:49:15;;;TIC Gauge 1;2,41E+04;2955
10:01:41;TIC Gauge 2;5;9,90E+09;9:12:26;0:49:15;;;TIC Gauge 2;9,90E+09;2955
10:01:41;TIC Gauge 3;5;9,90E+09;9:12:26;0:49:15;;;TIC Gauge 3;9,90E+09;2955
10:01:43;;;1,6;9:12:26;0:49:17;;;;1,6;2957
10:01:43;;;8,2;9:12:26;0:49:17;;;;8,2;2957
10:01:43;TIC Gauge 1;11;2,41E+04;9:12:26;0:49:17;;;TIC Gauge 1;2,41E+04;2957
10:01:43;TIC Gauge 2;5;9,90E+09;9:12:26;0:49:17;;;TIC Gauge 2;9,90E+09;2957
10:01:43;TIC Gauge 3;5;9,90E+09;9:12:26;0:49:17;;;TIC Gauge 3;9,90E+09;2957
10:01:45;;;1,6;9:12:26;0:49:19;;;;1,6;2959
10:01:45;;;6,1;9:12:26;0:49:19;;;;6,1;2959
10:01:45;TIC Gauge 1;11;2,41E+04;9:12:26;0:49:19;;;TIC Gauge 1;2,41E+04;2959
10:01:45;TIC Gauge 2;5;9,90E+09;9:12:26;0:49:19;;;TIC Gauge 2;9,90E+09;2959
10:01:45;TIC Gauge 3;5;9,90E+09;9:12:26;0:49:19;;;TIC Gauge 3;9,90E+09;2959
10:01:47;;;1,6;9:12:26;0:49:21;;;;1,6;2961
10:01:47;;;6,1;9:12:26;0:49:21;;;;6,1;2961
10:01:47;TIC Gauge 1;11;2,41E+04;9:12:26;0:49:21;;;TIC Gauge 1;2,41E+04;2961
10:01:47;TIC Gauge 2;5;9,90E+09;9:12:26;0:49:21;;;TIC Gauge 2;9,90E+09;2961
10:01:47;TIC Gauge 3;5;9,90E+09;9:12:26;0:49:21;;;TIC Gauge 3;9,90E+09;2961
10:01:49;;;1,6;9:12:26;0:49:23;;;;1,6;2963
10:01:49;;;8;9:12:26;0:49:23;;;;8;2963
10:01:49;TIC Gauge 1;11;2,41E+04;9:12:26;0:49:23;;;TIC Gauge 1;2,41E+04;2963
10:01:49;TIC Gauge 2;5;9,90E+09;9:12:26;0:49:23;;;TIC Gauge 2;9,90E+09;2963
10:01:49;TIC Gauge 3;5;9,90E+09;9:12:26;0:49:23;;;TIC Gauge 3;9,90E+09;2963
10:01:51;;;1,6;9:12:26;0:49:25;;;;1,6;2965
10:01:51;;;7,3;9:12:26;0:49:25;;;;7,3;2965
10:01:51;TIC Gauge 1;11;2,41E+04;9:12:26;0:49:25;;;TIC Gauge 1;2,41E+04;2965
10:01:51;TIC Gauge 2;5;9,90E+09;9:12:26;0:49:25;;;TIC Gauge 2;9,90E+09;2965
10:01:52;TIC Gauge 3;5;9,90E+09;9:12:26;0:49:26;;;TIC Gauge 3;9,90E+09;2966
10:01:53;TIC Gauge 2;5;9,90E+09;9:12:26;0:49:27;;;TIC Gauge 2;9,90E+09;2967
10:01:53;;;1,6;9:12:26;0:49:27;;;;1,6;2967
10:01:53;;;6,1;9:12:26;0:49:27;;;;6,1;2967
