Time;Object Name;Status;Value;;;;;Object Name;Value;
9:32:35;;;1,6;9:12:26;0:20:09;;;;1,6;1209
9:32:35;;;8;9:12:26;0:20:09;;;;8;1209
9:32:35;TIC Gauge 1;11;2,77E+00;9:12:26;0:20:09;;;TIC Gauge 1;2,77E+00;1209
9:32:35;TIC Gauge 2;5;9,90E+09;9:12:26;0:20:09;;;TIC Gauge 2;9,90E+09;1209
9:32:35;TIC Gauge 3;5;9,90E+09;9:12:26;0:20:09;;;TIC Gauge 3;9,90E+09;1209
9:32:37;;;1,6;9:12:26;0:20:11;;;;1,6;1211
9:32:37;;;6,5;9:12:26;0:20:11;;;;6,5;1211
9:32:37;TIC Gauge 1;11;2,77E+00;9:12:26;0:20:11;;;TIC Gauge 1;2,77E+00;1211
9:32:37;TIC Gauge 2;5;9,90E+09;9:12:26;0:20:11;;;TIC Gauge 2;9,90E+09;1211
9:32:37;TIC Gauge 3;5;9,90E+09;9:12:26;0:20:11;;;TIC Gauge 3;9,90E+09;1211
9:32:39;;;1,6;9:12:26;0:20:13;;;;1,6;1213
9:32:39;;;6,1;9:12:26;0:20:13;;;;6,1;1213
9:32:39;TIC Gauge 1;11;2,78E+00;9:12:26;0:20:13;;;TIC Gauge 1;2,78E+00;1213
9:32:39;TIC Gauge 2;5;9,90E+09;9:12:26;0:20:13;;;TIC Gauge 2;9,90E+09;1213
9:32:39;TIC Gauge 3;5;9,90E+09;9:12:26;0:20:13;;;TIC Gauge 3;9,90E+09;1213
9:32:41;;;1,6;9:12:26;0:20:15;;;;1,6;1215
9:32:41;;;6,5;9:12:26;0:20:15;;;;6,5;1215
9:32:41;TIC Gauge 1;11;2,77E+00;9:12:26;0:20:15;;;TIC Gauge 1;2,77E+00;1215
9:32:41;TIC Gauge 2;5;9,90E+09;9:12:26;0:20:15;;;TIC Gauge 2;9,90E+09;1215
9:32:41;TIC Gauge 3;5;9,90E+09;9:12:26;0:20:15;;;TIC Gauge 3;9,90E+09;1215
9:32:43;;;1,6;9:12:26;0:20:17;;;;1,6;1217
9:32:43;;;6,1;9:12:26;0:20:17;;;;6,1;1217
9:32:43;TIC Gauge 1;11;2,76E+00;9:12:26;0:20:17;;;TIC Gauge 1;2,76E+00;1217
9:32:43;TIC Gauge 2;5;9,90E+09;9:12:26;0:20:17;;;TIC Gauge 2;9,90E+09;1217
9:32:43;TIC Gauge 3;5;9,90E+09;9:12:26;0:20:17;;;TIC Gauge 3;9,90E+09;1217
9:32:45;;;7,5;9:12:26;0:20:19;;;;7,5;1219
9:32:45;;;1,6;9:12:26;0:20:19;;;;1,6;1219
9:32:45;TIC Gauge 1;11;2,76E+00;9:12:26;0:20:19;;;TIC Gauge 1;2,76E+00;1219
9:32:45;TIC Gauge 2;5;9,90E+09;9:12:26;0:20:19;;;TIC Gauge 2;9,90E+09;1219
9:32:45;TIC Gauge 3;5;9,90E+09;9:12:26;0:20:19;;;TIC Gauge 3;9,90E+09;1219
9:32:47;TIC Gauge 2;5;9,90E+09;9:12:26;0:20:21;;;TIC Gauge 2;9,90E+09;1221
9:32:47;;;1,6;9:12:26;0:20:21;;;;1,6;1221
9:32:47;;;6,1;9:12:26;0:20:21;;;;6,1;1221
9:32:47;TIC Gauge 3;5;9,90E+09;9:12:26;0:20:21;;;TIC Gauge 3;9,90E+09;1221
9:32:47;TIC Gauge 1;11;2,76E+00;9:12:26;0:20:21;;;TIC Gauge 1;2,76E+00;1221
9:32:49;;;1,6;9:12:26;0:20:23;;;;1,6;1223
9:32:49;;;7,5;9:12:26;0:20:23;;;;7,5;1223
9:32:49;TIC Gauge 1;11;2,76E+00;9:12:26;0:20:23;;;TIC Gauge 1;2,76E+00;1223
9:32:49;TIC Gauge 2;5;9,90E+09;9:12:26;0:20:23;;;TIC Gauge 2;9,90E+09;1223
9:32:49;TIC Gauge 3;5;9,90E+09;9:12:26;0:20:23;;;TIC Gauge 3;9,90E+09;1223
9:32:51;;;1,6;9:12:26;0:20:25;;;;1,6;1225
9:32:51;;;7,5;9:12:26;0:20:25;;;;7,5;1225
9:32:51;TIC Gauge 1;11;2,76E+00;9:12:26;0:20:25;;;TIC Gauge 1;2,76E+00;1225
9:32:51;TIC Gauge 2;5;9,90E+09;9:12:26;0:20:25;;;TIC Gauge 2;9,90E+09;1225
9:32:52;TIC Gauge 3;5;9,90E+09;9:12:26;0:20:26;;;TIC Gauge 3;9,90E+09;1226
9:32:53;;;1,6;9:12:26;0:20:27;;;;1,6;1227
9:32:53;;;6,1;9:12:26;0:20:27;;;;6,1;1227
9:32:53;TIC Gauge 1;11;2,76E+00;9:12:26;0:20:27;;;TIC Gauge 1;2,76E+00;1227
9:32:53;TIC Gauge 2;5;9,90E+09;9:12:26;0:20:27;;;TIC Gauge 2;9,90E+09;1227
9:32:54;TIC Gauge 3;5;9,90E+09;9:12:26;0:20:28;;;TIC Gauge 3;9,90E+09;1228
9:32:55;TIC Gauge 2;5;9,90E+09;9:12:26;0:20:29;;;TIC Gauge 2;9,90E+09;1229
9:32:55;;;1,6;9:12:26;0:20:29;;;;1,6;1229
9:32:55;;;6,1;9:12:26;0:20:29;;;;6,1;1229
9:32:56;TIC Gauge 3;5;9,90E+09;9:12:26;0:20:30;;;TIC Gauge 3;9,90E+09;1230
9:32:56;TIC Gauge 1;11;2,76E+00;9:12:26;0:20:30;;;TIC Gauge 1;2,76E+00;1230
9:32:57;;;1,6;9:12:26;0:20:31;;;;1,6;1231
9:32:57;;;8,2;9:12:26;0:20:31;;;;8,2;1231
9:32:58;TIC Gauge 1;11;2,74E+00;9:12:26;0:20:32;;;TIC Gauge 1;2,74E+00;1232
9:32:58;TIC Gauge 2;5;9,90E+09;9:12:26;0:20:32;;;TIC Gauge 2;9,90E+09;1232
9:32:58;TIC Gauge 3;5;9,90E+09;9:12:26;0:20:32;;;TIC Gauge 3;9,90E+09;1232
9:32:59;;;1,6;9:12:26;0:20:33;;;;1,6;1233
9:33:00;;;8;9:12:26;0:20:34;;;;8;1234
9:33:00;TIC Gauge 1;11;2,74E+00;9:12:26;0:20:34;;;TIC Gauge 1;2,74E+00;1234
9:33:00;TIC Gauge 2;5;9,90E+09;9:12:26;0:20:34;;;TIC Gauge 2;9,90E+09;1234
9:33:00;TIC Gauge 3;5;9,90E+09;9:12:26;0:20:34;;;TIC Gauge 3;9,90E+09;1234
9:33:02;TIC Gauge 3;5;9,90E+09;9:12:26;0:20:36;;;TIC Gauge 3;9,90E+09;1236
9:33:02;;;1,6;9:12:26;0:20:36;;;;1,6;1236
9:33:02;;;6,5;9:12:26;0:20:36;;;;6,5;1236
9:33:02;TIC Gauge 1;11;2,74E+00;9:12:26;0:20:36;;;TIC Gauge 1;2,74E+00;1236
9:33:02;TIC Gauge 2;5;9,90E+09;9:12:26;0:20:36;;;TIC Gauge 2;9,90E+09;1236
9:33:04;;;1,6;9:12:26;0:20:38;;;;1,6;1238
9:33:04;;;6,1;9:12:26;0:20:38;;;;6,1;1238
9:33:04;TIC Gauge 1;11;2,74E+00;9:12:26;0:20:38;;;TIC Gauge 1;2,74E+00;1238
9:33:04;TIC Gauge 2;5;9,90E+09;9:12:26;0:20:38;;;TIC Gauge 2;9,90E+09;1238
9:33:04;TIC Gauge 3;5;9,90E+09;9:12:26;0:20:38;;;TIC Gauge 3;9,90E+09;1238
9:33:06;;;1,6;9:12:26;0:20:40;;;;1,6;1240
9:33:06;;;6,5;9:12:26;0:20:40;;;;6,5;1240
9:33:06;TIC Gauge 1;11;2,74E+00;9:12:26;0:20:40;;;TIC Gauge 1;2,74E+00;1240
9:33:06;TIC Gauge 2;5;9,90E+09;9:12:26;0:20:40;;;TIC Gauge 2;9,90E+09;1240
9:33:06;TIC Gauge 3;5;9,90E+09;9:12:26;0:20:40;;;TIC Gauge 3;9,90E+09;1240
9:33:08;;;1,6;9:12:26;0:20:42;;;;1,6;1242
9:33:08;;;8,2;9:12:26;0:20:42;;;;8,2;1242
9:33:08;TIC Gauge 1;11;2,74E+00;9:12:26;0:20:42;;;TIC Gauge 1;2,74E+00;1242
9:33:08;TIC Gauge 2;5;9,90E+09;9:12:26;0:20:42;;;TIC Gauge 2;9,90E+09;1242
9:33:08;TIC Gauge 3;5;9,90E+09;9:12:26;0:20:42;;;TIC Gauge 3;9,90E+09;1242
9:33:10;;;1,6;9:12:26;0:20:44;;;;1,6;1244
9:33:10;;;8,2;9:12:26;0:20:44;;;;8,2;1244
9:33:10;TIC Gauge 1;11;2,74E+00;9:12:26;0:20:44;;;TIC Gauge 1;2,74E+00;1244
9:33:10;TIC Gauge 2;5;9,90E+09;9:12:26;0:20:44;;;TIC Gauge 2;9,90E+09;1244
9:33:10;TIC Gauge 3;5;9,90E+09;9:12:26;0:20:44;;;TIC Gauge 3;9,90E+09;1244
9:33:12;;;1,6;9:12:26;0:20:46;;;;1,6;1246
9:33:12;;;8;9:12:26;0:20:46;;;;8;1246
9:33:12;TIC Gauge 1;11;2,74E+00;9:12:26;0:20:46;;;TIC Gauge 1;2,74E+00;1246
9:33:12;TIC Gauge 2;5;9,90E+09;9:12:26;0:20:46;;;TIC Gauge 2;9,90E+09;1246
9:33:12;TIC Gauge 3;5;9,90E+09;9:12:26;0:20:46;;;TIC Gauge 3;9,90E+09;1246
9:33:14;;;1,6;9:12:26;0:20:48;;;;1,6;1248
9:33:14;;;8,2;9:12:26;0:20:48;;;;8,2;1248
9:33:14;TIC Gauge 1;11;2,74E+00;9:12:26;0:20:48;;;TIC Gauge 1;2,74E+00;1248
9:33:14;TIC Gauge 2;5;9,90E+09;9:12:26;0:20:48;;;TIC Gauge 2;9,90E+09;1248
9:33:14;TIC Gauge 3;5;9,90E+09;9:12:26;0:20:48;;;TIC Gauge 3;9,90E+09;1248
9:33:16;TIC Gauge 1;11;2,74E+00;9:12:26;0:20:50;;;TIC Gauge 1;2,74E+00;1250
9:33:16;;;1,6;9:12:26;0:20:50;;;;1,6;1250
9:33:16;;;6,1;9:12:26;0:20:50;;;;6,1;1250
9:33:16;TIC Gauge 2;5;9,90E+09;9:12:26;0:20:50;;;TIC Gauge 2;9,90E+09;1250
9:33:16;TIC Gauge 3;5;9,90E+09;9:12:26;0:20:50;;;TIC Gauge 3;9,90E+09;1250
9:33:18;;;1,6;9:12:26;0:20:52;;;;1,6;1252
9:33:18;;;8;9:12:26;0:20:52;;;;8;1252
9:33:18;TIC Gauge 1;11;2,76E+00;9:12:26;0:20:52;;;TIC Gauge 1;2,76E+00;1252
9:33:18;TIC Gauge 2;5;9,90E+09;9:12:26;0:20:52;;;TIC Gauge 2;9,90E+09;1252
9:33:18;TIC Gauge 3;5;9,90E+09;9:12:26;0:20:52;;;TIC Gauge 3;9,90E+09;1252
9:33:20;TIC Gauge 1;11;2,76E+00;9:12:26;0:20:54;;;TIC Gauge 1;2,76E+00;1254
9:33:20;;;1,6;9:12:26;0:20:54;;;;1,6;1254
9:33:20;;;7;9:12:26;0:20:54;;;;7;1254
9:33:20;TIC Gauge 2;5;9,90E+09;9:12:26;0:20:54;;;TIC Gauge 2;9,90E+09;1254
9:33:20;TIC Gauge 3;5;9,90E+09;9:12:26;0:20:54;;;TIC Gauge 3;9,90E+09;1254
9:33:22;;;1,6;9:12:26;0:20:56;;;;1,6;1256
9:33:22;;;5,4;9:12:26;0:20:56;;;;5,4;1256
9:33:22;TIC Gauge 1;11;2,76E+00;9:12:26;0:20:56;;;TIC Gauge 1;2,76E+00;1256
9:33:22;TIC Gauge 2;5;9,90E+09;9:12:26;0:20:56;;;TIC Gauge 2;9,90E+09;1256
9:33:22;TIC Gauge 3;5;9,90E+09;9:12:26;0:20:56;;;TIC Gauge 3;9,90E+09;1256
9:33:24;TIC Gauge 3;5;9,90E+09;9:12:26;0:20:58;;;TIC Gauge 3;9,90E+09;1258
9:33:24;;;1,6;9:12:26;0:20:58;;;;1,6;1258
9:33:24;;;6,5;9:12:26;0:20:58;;;;6,5;1258
9:33:24;TIC Gauge 1;11;2,77E+00;9:12:26;0:20:58;;;TIC Gauge 1;2,77E+00;1258
9:33:24;TIC Gauge 2;5;9,90E+09;9:12:26;0:20:58;;;TIC Gauge 2;9,90E+09;1258
9:33:26;;;1,6;9:12:26;0:21:00;;;;1,6;1260
9:33:26;;;8;9:12:26;0:21:00;;;;8;1260
9:33:26;TIC Gauge 1;11;2,79E+00;9:12:26;0:21:00;;;TIC Gauge 1;2,79E+00;1260
9:33:26;TIC Gauge 2;5;9,90E+09;9:12:26;0:21:00;;;TIC Gauge 2;9,90E+09;1260
9:33:27;TIC Gauge 3;5;9,90E+09;9:12:26;0:21:01;;;TIC Gauge 3;9,90E+09;1261
9:33:28;;;1,6;9:12:26;0:21:02;;;;1,6;1262
9:33:28;;;7,3;9:12:26;0:21:02;;;;7,3;1262
9:33:28;TIC Gauge 1;11;2,81E+00;9:12:26;0:21:02;;;TIC Gauge 1;2,81E+00;1262
9:33:29;TIC Gauge 2;5;9,90E+09;9:12:26;0:21:03;;;TIC Gauge 2;9,90E+09;1263
9:33:29;TIC Gauge 3;5;9,90E+09;9:12:26;0:21:03;;;TIC Gauge 3;9,90E+09;1263
9:33:30;;;1,6;9:12:26;0:21:04;;;;1,6;1264
9:33:30;;;8;9:12:26;0:21:04;;;;8;1264
9:33:31;TIC Gauge 1;11;2,83E+00;9:12:26;0:21:05;;;TIC Gauge 1;2,83E+00;1265
9:33:31;TIC Gauge 2;5;9,90E+09;9:12:26;0:21:05;;;TIC Gauge 2;9,90E+09;1265
9:33:31;TIC Gauge 3;5;9,90E+09;9:12:26;0:21:05;;;TIC Gauge 3;9,90E+09;1265
9:33:32;TIC Gauge 2;5;9,90E+09;9:12:26;0:21:06;;;TIC Gauge 2;9,90E+09;1266
9:33:32;;;1,6;9:12:26;0:21:06;;;;1,6;1266
9:33:33;;;6,1;9:12:26;0:21:07;;;;6,1;1267
9:33:33;TIC Gauge 3;5;9,90E+09;9:12:26;0:21:07;;;TIC Gauge 3;9,90E+09;1267
9:33:33;TIC Gauge 1;11;2,85E+00;9:12:26;0:21:07;;;TIC Gauge 1;2,85E+00;1267
9:33:35;;;1,6;9:12:26;0:21:09;;;;1,6;1269
9:33:35;;;6,5;9:12:26;0:21:09;;;;6,5;1269
9:33:35;TIC Gauge 1;11;2,86E+00;9:12:26;0:21:09;;;TIC Gauge 1;2,86E+00;1269
9:33:35;TIC Gauge 2;5;9,90E+09;9:12:26;0:21:09;;;TIC Gauge 2;9,90E+09;1269
9:33:35;TIC Gauge 3;5;9,90E+09;9:12:26;0:21:09;;;TIC Gauge 3;9,90E+09;1269
9:33:37;TIC Gauge 3;5;9,90E+09;9:12:26;0:21:11;;;TIC Gauge 3;9,90E+09;1271
9:33:37;;;1,6;9:12:26;0:21:11;;;;1,6;1271
9:33:37;;;6,1;9:12:26;0:21:11;;;;6,1;1271
9:33:37;TIC Gauge 1;11;2,88E+00;9:12:26;0:21:11;;;TIC Gauge 1;2,88E+00;1271
9:33:37;TIC Gauge 2;5;9,90E+09;9:12:26;0:21:11;;;TIC Gauge 2;9,90E+09;1271
9:33:39;TIC Gauge 1;11;2,90E+00;9:12:26;0:21:13;;;TIC Gauge 1;2,90E+00;1273
9:33:39;;;1,6;9:12:26;0:21:13;;;;1,6;1273
9:33:39;;;8;9:12:26;0:21:13;;;;8;1273
9:33:39;TIC Gauge 2;5;9,90E+09;9:12:26;0:21:13;;;TIC Gauge 2;9,90E+09;1273
9:33:39;TIC Gauge 3;5;9,90E+09;9:12:26;0:21:13;;;TIC Gauge 3;9,90E+09;1273
9:33:41;;;1,6;9:12:26;0:21:15;;;;1,6;1275
9:33:41;;;6,1;9:12:26;0:21:15;;;;6,1;1275
9:33:41;TIC Gauge 1;11;2,92E+00;9:12:26;0:21:15;;;TIC Gauge 1;2,92E+00;1275
9:33:41;TIC Gauge 2;5;9,90E+09;9:12:26;0:21:15;;;TIC Gauge 2;9,90E+09;1275
9:33:41;TIC Gauge 3;5;9,90E+09;9:12:26;0:21:15;;;TIC Gauge 3;9,90E+09;1275
9:33:43;;;1,6;9:12:26;0:21:17;;;;1,6;1277
9:33:43;;;7;9:12:26;0:21:17;;;;7;1277
9:33:43;TIC Gauge 1;11;2,94E+00;9:12:26;0:21:17;;;TIC Gauge 1;2,94E+00;1277
9:33:43;TIC Gauge 2;5;9,90E+09;9:12:26;0:21:17;;;TIC Gauge 2;9,90E+09;1277
9:33:43;TIC Gauge 3;5;9,90E+09;9:12:26;0:21:17;;;TIC Gauge 3;9,90E+09;1277
9:33:45;;;1,6;9:12:26;0:21:19;;;;1,6;1279
9:33:45;;;6,1;9:12:26;0:21:19;;;;6,1;1279
9:33:45;TIC Gauge 1;11;2,96E+00;9:12:26;0:21:19;;;TIC Gauge 1;2,96E+00;1279
9:33:45;TIC Gauge 2;5;9,90E+09;9:12:26;0:21:19;;;TIC Gauge 2;9,90E+09;1279
9:33:45;TIC Gauge 3;5;9,90E+09;9:12:26;0:21:19;;;TIC Gauge 3;9,90E+09;1279
9:33:47;;;1,6;9:12:26;0:21:21;;;;1,6;1281
9:33:47;;;6,1;9:12:26;0:21:21;;;;6,1;1281
9:33:47;TIC Gauge 1;11;2,98E+00;9:12:26;0:21:21;;;TIC Gauge 1;2,98E+00;1281
9:33:47;TIC Gauge 2;5;9,90E+09;9:12:26;0:21:21;;;TIC Gauge 2;9,90E+09;1281
9:33:47;TIC Gauge 3;5;9,90E+09;9:12:26;0:21:21;;;TIC Gauge 3;9,90E+09;1281
9:33:49;;;1,6;9:12:26;0:21:23;;;;1,6;1283
9:33:49;;;8,2;9:12:26;0:21:23;;;;8,2;1283
9:33:49;TIC Gauge 1;11;2,99E+00;9:12:26;0:21:23;;;TIC Gauge 1;2,99E+00;1283
9:33:49;TIC Gauge 2;5;9,90E+09;9:12:26;0:21:23;;;TIC Gauge 2;9,90E+09;1283
9:33:49;TIC Gauge 3;5;9,90E+09;9:12:26;0:21:23;;;TIC Gauge 3;9,90E+09;1283
9:33:51;TIC Gauge 1;11;2,99E+00;9:12:26;0:21:25;;;TIC Gauge 1;2,99E+00;1285
9:33:51;;;1,6;9:12:26;0:21:25;;;;1,6;1285
9:33:51;;;6,1;9:12:26;0:21:25;;;;6,1;1285
9:33:51;TIC Gauge 2;5;9,90E+09;9:12:26;0:21:25;;;TIC Gauge 2;9,90E+09;1285
9:33:51;TIC Gauge 3;5;9,90E+09;9:12:26;0:21:25;;;TIC Gauge 3;9,90E+09;1285
9:33:53;;;1,6;9:12:26;0:21:27;;;;1,6;1287
9:33:53;;;8;9:12:26;0:21:27;;;;8;1287
9:33:53;TIC Gauge 1;11;3,03E+00;9:12:26;0:21:27;;;TIC Gauge 1;3,03E+00;1287
9:33:53;TIC Gauge 2;5;9,90E+09;9:12:26;0:21:27;;;TIC Gauge 2;9,90E+09;1287
9:33:53;TIC Gauge 3;5;9,90E+09;9:12:26;0:21:27;;;TIC Gauge 3;9,90E+09;1287
9:33:55;;;1,6;9:12:26;0:21:29;;;;1,6;1289
9:33:55;;;8;9:12:26;0:21:29;;;;8;1289
9:33:55;TIC Gauge 1;11;3,03E+00;9:12:26;0:21:29;;;TIC Gauge 1;3,03E+00;1289
9:33:55;TIC Gauge 2;5;9,90E+09;9:12:26;0:21:29;;;TIC Gauge 2;9,90E+09;1289
9:33:55;TIC Gauge 3;5;9,90E+09;9:12:26;0:21:29;;;TIC Gauge 3;9,90E+09;1289
9:33:57;;;1,6;9:12:26;0:21:31;;;;1,6;1291
9:33:57;;;6,5;9:12:26;0:21:31;;;;6,5;1291
9:33:57;TIC Gauge 1;11;3,05E+00;9:12:26;0:21:31;;;TIC Gauge 1;3,05E+00;1291
9:33:57;TIC Gauge 2;5;9,90E+09;9:12:26;0:21:31;;;TIC Gauge 2;9,90E+09;1291
9:33:57;TIC Gauge 3;5;9,90E+09;9:12:26;0:21:31;;;TIC Gauge 3;9,90E+09;1291
9:33:59;TIC Gauge 3;5;9,90E+09;9:12:26;0:21:33;;;TIC Gauge 3;9,90E+09;1293
9:33:59;;;1,6;9:12:26;0:21:33;;;;1,6;1293
9:33:59;;;6,1;9:12:26;0:21:33;;;;6,1;1293
9:33:59;TIC Gauge 1;11;3,07E+00;9:12:26;0:21:33;;;TIC Gauge 1;3,07E+00;1293
9:33:59;TIC Gauge 2;5;9,90E+09;9:12:26;0:21:33;;;TIC Gauge 2;9,90E+09;1293
9:34:01;;;1,6;9:12:26;0:21:35;;;;1,6;1295
9:34:01;;;8,7;9:12:26;0:21:35;;;;8,7;1295
9:34:01;TIC Gauge 1;11;3,09E+00;9:12:26;0:21:35;;;TIC Gauge 1;3,09E+00;1295
9:34:01;TIC Gauge 2;5;9,90E+09;9:12:26;0:21:35;;;TIC Gauge 2;9,90E+09;1295
9:34:02;TIC Gauge 3;5;9,90E+09;9:12:26;0:21:36;;;TIC Gauge 3;9,90E+09;1296
9:34:03;;;1,6;9:12:26;0:21:37;;;;1,6;1297
9:34:03;;;7;9:12:26;0:21:37;;;;7;1297
9:34:03;TIC Gauge 1;11;3,10E+00;9:12:26;0:21:37;;;TIC Gauge 1;3,10E+00;1297
9:34:04;TIC Gauge 2;5;9,90E+09;9:12:26;0:21:38;;;TIC Gauge 2;9,90E+09;1298
9:34:04;TIC Gauge 3;5;9,90E+09;9:12:26;0:21:38;;;TIC Gauge 3;9,90E+09;1298
9:34:05;;;1,6;9:12:26;0:21:39;;;;1,6;1299
9:34:05;;;7,5;9:12:26;0:21:39;;;;7,5;1299
9:34:05;TIC Gauge 1;11;3,12E+00;9:12:26;0:21:39;;;TIC Gauge 1;3,12E+00;1299
9:34:06;TIC Gauge 2;5;9,90E+09;9:12:26;0:21:40;;;TIC Gauge 2;9,90E+09;1300
9:34:06;TIC Gauge 3;5;9,90E+09;9:12:26;0:21:40;;;TIC Gauge 3;9,90E+09;1300
9:34:07;;;1,6;9:12:26;0:21:41;;;;1,6;1301
9:34:08;;;7;9:12:26;0:21:42;;;;7;1302
9:34:08;TIC Gauge 1;11;3,14E+00;9:12:26;0:21:42;;;TIC Gauge 1;3,14E+00;1302
9:34:08;TIC Gauge 2;5;9,90E+09;9:12:26;0:21:42;;;TIC Gauge 2;9,90E+09;1302
9:34:08;TIC Gauge 3;5;9,90E+09;9:12:26;0:21:42;;;TIC Gauge 3;9,90E+09;1302
9:34:10;;;1,6;9:12:26;0:21:44;;;;1,6;1304
9:34:10;;;8;9:12:26;0:21:44;;;;8;1304
9:34:10;TIC Gauge 1;11;3,14E+00;9:12:26;0:21:44;;;TIC Gauge 1;3,14E+00;1304
9:34:10;TIC Gauge 2;5;9,90E+09;9:12:26;0:21:44;;;TIC Gauge 2;9,90E+09;1304
9:34:10;TIC Gauge 3;5;9,90E+09;9:12:26;0:21:44;;;TIC Gauge 3;9,90E+09;1304
9:34:12;;;1,6;9:12:26;0:21:46;;;;1,6;1306
9:34:12;;;7,3;9:12:26;0:21:46;;;;7,3;1306
9:34:12;TIC Gauge 1;11;3,16E+00;9:12:26;0:21:46;;;TIC Gauge 1;3,16E+00;1306
9:34:12;TIC Gauge 2;5;9,90E+09;9:12:26;0:21:46;;;TIC Gauge 2;9,90E+09;1306
9:34:12;TIC Gauge 3;5;9,90E+09;9:12:26;0:21:46;;;TIC Gauge 3;9,90E+09;1306
9:34:14;TIC Gauge 2;5;9,90E+09;9:12:26;0:21:48;;;TIC Gauge 2;9,90E+09;1308
9:34:14;;;1,6;9:12:26;0:21:48;;;;1,6;1308
9:34:14;;;8,4;9:12:26;0:21:48;;;;8,4;1308
9:34:14;TIC Gauge 3;5;9,90E+09;9:12:26;0:21:48;;;TIC Gauge 3;9,90E+09;1308
9:34:14;TIC Gauge 1;11;3,18E+00;9:12:26;0:21:48;;;TIC Gauge 1;3,18E+00;1308
9:34:16;TIC Gauge 1;11;3,19E+00;9:12:26;0:21:50;;;TIC Gauge 1;3,19E+00;1310
9:34:16;;;1,6;9:12:26;0:21:50;;;;1,6;1310
9:34:16;;;6,1;9:12:26;0:21:50;;;;6,1;1310
9:34:16;TIC Gauge 2;5;9,90E+09;9:12:26;0:21:50;;;TIC Gauge 2;9,90E+09;1310
9:34:16;TIC Gauge 3;5;9,90E+09;9:12:26;0:21:50;;;TIC Gauge 3;9,90E+09;1310
9:34:18;;;1,6;9:12:26;0:21:52;;;;1,6;1312
9:34:18;;;6,1;9:12:26;0:21:52;;;;6,1;1312
9:34:18;TIC Gauge 1;11;3,19E+00;9:12:26;0:21:52;;;TIC Gauge 1;3,19E+00;1312
9:34:18;TIC Gauge 2;5;9,90E+09;9:12:26;0:21:52;;;TIC Gauge 2;9,90E+09;1312
9:34:18;TIC Gauge 3;5;9,90E+09;9:12:26;0:21:52;;;TIC Gauge 3;9,90E+09;1312
9:34:20;;;1,6;9:12:26;0:21:54;;;;1,6;1314
9:34:20;;;7,5;9:12:26;0:21:54;;;;7,5;1314
9:34:20;TIC Gauge 1;11;3,21E+00;9:12:26;0:21:54;;;TIC Gauge 1;3,21E+00;1314
9:34:20;TIC Gauge 2;5;9,90E+09;9:12:26;0:21:54;;;TIC Gauge 2;9,90E+09;1314
9:34:20;TIC Gauge 3;5;9,90E+09;9:12:26;0:21:54;;;TIC Gauge 3;9,90E+09;1314
9:34:22;;;1,6;9:12:26;0:21:56;;;;1,6;1316
9:34:22;;;6,1;9:12:26;0:21:56;;;;6,1;1316
9:34:22;TIC Gauge 1;11;3,21E+00;9:12:26;0:21:56;;;TIC Gauge 1;3,21E+00;1316
9:34:22;TIC Gauge 2;5;9,90E+09;9:12:26;0:21:56;;;TIC Gauge 2;9,90E+09;1316
9:34:22;TIC Gauge 3;5;9,90E+09;9:12:26;0:21:56;;;TIC Gauge 3;9,90E+09;1316
9:34:24;;;1,6;9:12:26;0:21:58;;;;1,6;1318
9:34:24;;;6,1;9:12:26;0:21:58;;;;6,1;1318
9:34:24;TIC Gauge 1;11;3,23E+00;9:12:26;0:21:58;;;TIC Gauge 1;3,23E+00;1318
9:34:24;TIC Gauge 2;5;9,90E+09;9:12:26;0:21:58;;;TIC Gauge 2;9,90E+09;1318
9:34:24;TIC Gauge 3;5;9,90E+09;9:12:26;0:21:58;;;TIC Gauge 3;9,90E+09;1318
9:34:26;;;1,6;9:12:26;0:22:00;;;;1,6;1320
9:34:26;;;6,1;9:12:26;0:22:00;;;;6,1;1320
9:34:26;TIC Gauge 1;11;3,25E+00;9:12:26;0:22:00;;;TIC Gauge 1;3,25E+00;1320
9:34:26;TIC Gauge 2;5;9,90E+09;9:12:26;0:22:00;;;TIC Gauge 2;9,90E+09;1320
9:34:26;TIC Gauge 3;5;9,90E+09;9:12:26;0:22:00;;;TIC Gauge 3;9,90E+09;1320
9:34:28;TIC Gauge 1;11;3,25E+00;9:12:26;0:22:02;;;TIC Gauge 1;3,25E+00;1322
9:34:28;;;1,6;9:12:26;0:22:02;;;;1,6;1322
9:34:28;;;6,1;9:12:26;0:22:02;;;;6,1;1322
9:34:28;TIC Gauge 2;5;9,90E+09;9:12:26;0:22:02;;;TIC Gauge 2;9,90E+09;1322
9:34:28;TIC Gauge 3;5;9,90E+09;9:12:26;0:22:02;;;TIC Gauge 3;9,90E+09;1322
9:34:30;;;1,6;9:12:26;0:22:04;;;;1,6;1324
9:34:30;;;7;9:12:26;0:22:04;;;;7;1324
9:34:30;TIC Gauge 1;11;3,26E+00;9:12:26;0:22:04;;;TIC Gauge 1;3,26E+00;1324
9:34:30;TIC Gauge 2;5;9,90E+09;9:12:26;0:22:04;;;TIC Gauge 2;9,90E+09;1324
9:34:30;TIC Gauge 3;5;9,90E+09;9:12:26;0:22:04;;;TIC Gauge 3;9,90E+09;1324
9:34:32;;;1,6;9:12:26;0:22:06;;;;1,6;1326
9:34:32;;;6,5;9:12:26;0:22:06;;;;6,5;1326
