t (s),V (mV);;;;;;
190.141,10.6052;;;;#вхякн!;;
191.141,10.6197;;;;#вхякн!;;
192.141,10.5985;;;;#вхякн!;;
193.14,10.5771;;;;#вхякн!;;
194.141,10.5539;;;;#вхякн!;;
195.141,10.5383;;;;#вхякн!;;
196.141,10.5331;;;;#вхякн!;;
197.14,10.5456;;;;#вхякн!;;
198.14,10.5143;;;;#вхякн!;;
199.141,10.5044;;;;#вхякн!;;
200.14,10.4919;;10,49;200;2,350422422;;
201.141,10.4893;;;;#вхякн!;;
202.141,10.4843;;;;#вхякн!;;
203.14,10.456;;;;#вхякн!;;
204.14,10.4367;;;;#вхякн!;;
205.141,10.435;;;;#вхякн!;;
206.141,10.4235;;;;#вхякн!;;
207.14,10.4122;;;;#вхякн!;;
208.141,10.3958;;;;#вхякн!;;
209.14,10.4048;;;;#вхякн!;;
210.141,10.3986;;;;#вхякн!;;
211.141,10.374;;;;#вхякн!;;
212.14,10.387;;;;#вхякн!;;
213.141,10.3403;;;;#вхякн!;;
214.141,10.3282;;;;#вхякн!;;
215.141,10.3306;;;;#вхякн!;;
216.145,10.323;;;;#вхякн!;;
217.14,10.2971;;;;#вхякн!;;
218.141,10.275;;;;#вхякн!;;
219.141,10.3138;;;;#вхякн!;;
220.14,10.2544;;10,25;220;2,327277706;;
221.141,10.2966;;;;#вхякн!;;
222.14,10.2977;;;;#вхякн!;;
223.141,10.2552;;;;#вхякн!;;
224.141,10.2358;;;;#вхякн!;;
225.14,10.2426;;;;#вхякн!;;
226.14,10.2645;;;;#вхякн!;;
227.14,10.2025;;;;#вхякн!;;
228.141,10.1962;;;;#вхякн!;;
229.141,10.148;;;;#вхякн!;;
230.141,10.1784;;;;#вхякн!;;
231.141,10.182;;;;#вхякн!;;
232.14,10.1438;;;;#вхякн!;;
233.141,10.0861;;;;#вхякн!;;
234.141,10.1052;;;;#вхякн!;;
235.141,10.1085;;;;#вхякн!;;
236.141,10.0842;;;;#вхякн!;;
237.141,10.039;;;;#вхякн!;;
238.14,10.0407;;;;#вхякн!;;
239.141,10.0692;;;;#вхякн!;;
240.141,10.047;;10,04;240;2,306577114;;
241.14,10.0471;;;;#вхякн!;;
242.14,10.0358;;;;#вхякн!;;
243.14,10.0143;;;;#вхякн!;;
244.141,10.0103;;;;#вхякн!;;
245.14,10.0074;;;;#вхякн!;;
246.14,10.0019;;;;#вхякн!;;
247.141,9.9866;;;;#вхякн!;;
248.142,9.9629;;;;#вхякн!;;
249.142,9.9662;;;;#вхякн!;;
250.141,9.9271;;;;#вхякн!;;
251.141,9.9012;;;;#вхякн!;;
252.142,9.8691;;;;#вхякн!;;
253.142,9.8907;;;;#вхякн!;;
254.141,9.8878;;;;#вхякн!;;
255.142,9.8872;;;;#вхякн!;;
256.142,9.8844;;;;#вхякн!;;
257.141,9.8242;;;;#вхякн!;;
258.142,9.8687;;;;#вхякн!;;
259.141,9.8752;;;;#вхякн!;;
260.141,9.7985;;9,79;260;2,281361457;;
261.142,9.7871;;;;#вхякн!;;
262.141,9.8371;;;;#вхякн!;;
263.142,9.7916;;;;#вхякн!;;
264.142,9.7439;;;;#вхякн!;;
265.142,9.7895;;;;#вхякн!;;
266.142,9.7595;;;;#вхякн!;;
267.141,9.764;;;;#вхякн!;;
268.141,9.7205;;;;#вхякн!;;
269.142,9.7082;;;;#вхякн!;;
270.147,9.6873;;;;#вхякн!;;
271.142,9.6952;;;;#вхякн!;;
272.141,9.7323;;;;#вхякн!;;
273.142,9.6838;;;;#вхякн!;;
274.142,9.6384;;;;#вхякн!;;
275.142,9.6323;;;;#вхякн!;;
276.142,9.6199;;;;#вхякн!;;
277.142,9.5919;;;;#вхякн!;;
278.142,9.5808;;;;#вхякн!;;
279.141,9.6064;;;;#вхякн!;;
280.141,9.5884;;9,59;280;2,260720889;;
281.142,9.5701;;;;#вхякн!;;
282.142,9.5808;;;;#вхякн!;;
283.141,9.5693;;;;#вхякн!;;
284.142,9.5868;;;;#вхякн!;;
285.142,9.5663;;;;#вхякн!;;
286.142,9.5206;;;;#вхякн!;;
287.141,9.4792;;;;#вхякн!;;
288.141,9.534;;;;#вхякн!;;
289.142,9.5004;;;;#вхякн!;;
290.141,9.4656;;;;#вхякн!;;
291.141,9.4538;;;;#вхякн!;;
292.141,9.4584;;;;#вхякн!;;
293.142,9.4721;;;;#вхякн!;;
294.142,9.4523;;;;#вхякн!;;
295.141,9.4177;;;;#вхякн!;;
296.141,9.4098;;;;#вхякн!;;
297.142,9.4123;;;;#вхякн!;;
298.141,9.3867;;;;#вхякн!;;
299.142,9.3713;;;;#вхякн!;;
300.142,9.3499;;9,34;300;2,234306252;;
301.142,9.3368;;;;#вхякн!;;
302.142,9.312;;;;#вхякн!;;
303.141,9.3673;;;;#вхякн!;;
304.142,9.3725;;;;#вхякн!;;
305.141,9.3558;;;;#вхякн!;;
306.142,9.3392;;;;#вхякн!;;
307.142,9.3178;;;;#вхякн!;;
308.141,9.2801;;;;#вхякн!;;
309.142,9.2904;;;;#вхякн!;;
310.142,9.2703;;;;#вхякн!;;
311.141,9.2796;;;;#вхякн!;;
312.141,9.244;;;;#вхякн!;;
313.142,9.2413;;;;#вхякн!;;
314.141,9.2202;;;;#вхякн!;;
315.142,9.2107;;;;#вхякн!;;
316.142,9.1741;;;;#вхякн!;;
317.141,9.1513;;;;#вхякн!;;
318.146,9.1789;;;;#вхякн!;;
319.141,9.1515;;;;#вхякн!;;
320.142,9.13;;9,13;320;2,211565695;;
321.142,9.1186;;;;#вхякн!;;
322.142,9.1005;;;;#вхякн!;;
323.142,9.0998;;;;#вхякн!;;
324.141,9.0884;;;;#вхякн!;;
325.141,9.0749;;;;#вхякн!;;
326.141,9.0721;;;;#вхякн!;;
327.142,9.0741;;;;#вхякн!;;
328.142,9.0519;;;;#вхякн!;;
329.141,9.091;;;;#вхякн!;;
330.141,9.0356;;;;#вхякн!;;
331.141,9.0143;;;;#вхякн!;;
332.141,8.9891;;;;#вхякн!;;
333.141,8.9949;;;;#вхякн!;;
334.142,8.9924;;;;#вхякн!;;
335.142,8.9863;;;;#вхякн!;;
336.142,8.9763;;;;#вхякн!;;
337.142,8.9681;;;;#вхякн!;;
338.142,8.9718;;;;#вхякн!;;
339.141,8.9384;;;;#вхякн!;;
340.141,8.9466;;8,94;340;2,190535589;;
341.142,8.9147;;;;#вхякн!;;
342.142,8.9196;;;;#вхякн!;;
343.142,8.8958;;;;#вхякн!;;
344.142,8.9123;;;;#вхякн!;;
345.142,8.8724;;;;#вхякн!;;
346.141,8.8917;;;;#вхякн!;;
347.141,8.8601;;;;#вхякн!;;
348.141,8.8834;;;;#вхякн!;;
349.142,8.8879;;;;#вхякн!;;
350.142,8.8656;;;;#вхякн!;;
351.141,8.8303;;;;#вхякн!;;
352.142,8.8243;;;;#вхякн!;;
353.142,8.842;;;;#вхякн!;;
354.141,8.7772;;;;#вхякн!;;
355.142,8.7684;;;;#вхякн!;;
356.142,8.7563;;;;#вхякн!;;
357.141,8.6917;;;;#вхякн!;;
358.142,8.6564;;;;#вхякн!;;
359.142,8.6916;;;;#вхякн!;;
360.141,8.6572;;8,66;360;2,158714723;;
361.142,8.6703;;;;#вхякн!;;
362.142,8.6614;;;;#вхякн!;;
363.142,8.6711;;;;#вхякн!;;
364.141,8.6457;;;;#вхякн!;;
365.142,8.6378;;;;#вхякн!;;
366.141,8.6414;;;;#вхякн!;;
367.141,8.6361;;;;#вхякн!;;
368.142,8.6621;;;;#вхякн!;;
369.142,8.6171;;;;#вхякн!;;
370.141,8.6008;;;;#вхякн!;;
371.141,8.6023;;;;#вхякн!;;
372.142,8.5738;;;;#вхякн!;;
373.142,8.5657;;;;#вхякн!;;
374.141,8.5259;;;;#вхякн!;;
375.141,8.5373;;;;#вхякн!;;
376.141,8.5244;;;;#вхякн!;;
377.142,8.5203;;;;#вхякн!;;
378.142,8.5004;;;;#вхякн!;;
379.141,8.5059;;;;#вхякн!;;
380.141,8.4992;;8,49;380;2,138889;;
381.142,8.481;;;;#вхякн!;;
382.142,8.4906;;;;#вхякн!;;
383.141,8.4665;;;;#вхякн!;;
384.141,8.476;;;;#вхякн!;;
385.141,8.4616;;;;#вхякн!;;
386.142,8.4448;;;;#вхякн!;;
387.141,8.4377;;;;#вхякн!;;
388.141,8.4133;;;;#вхякн!;;
389.142,8.4191;;;;#вхякн!;;
390.147,8.4275;;;;#вхякн!;;
391.142,8.459;;;;#вхякн!;;
392.142,8.4304;;;;#вхякн!;;
393.142,8.4302;;;;#вхякн!;;
394.142,8.3966;;;;#вхякн!;;
395.142,8.4108;;;;#вхякн!;;
396.142,8.3771;;;;#вхякн!;;
397.141,8.3464;;;;#вхякн!;;
