t (s),V (mV);;;;;;;;;;;;;;
41.015,13.1832;;;#вхякн!;;;;;;;;;;;
42.015,13.1629;;;#вхякн!;;;;;;;;;;;
43.02,13.1278;;;#вхякн!;;;;;;;;;;;
44.016,13.1221;;;#вхякн!;;;;;;;;;;;
45.016,13.1097;;;#вхякн!;;;;;;;;;;;
46.016,13.075;;;#вхякн!;;;;;;;;;;;
47.015,13.0697;;;#вхякн!;;;;;;;;;;;
48.015,13.0669;;;#вхякн!;;;;;;;;;;;
49.015,13.0407;;;#вхякн!;;;;;;;;;;;
50.016,13.024;;13,02;2,566486637;;;;;;;;;;;
51.016,12.9895;;;#вхякн!;;;;;;;;;;;
52.016,12.9924;;;#вхякн!;;;;;;;;;;;
53.016,12.9758;;;#вхякн!;;;;;;;;;;;
54.016,12.9547;;;#вхякн!;;;;;;;;;;;
55.015,12.9296;;;#вхякн!;;;;;;;;;;;
56.015,12.9273;;;#вхякн!;;;;;;;;;;;
57.015,12.908;;;#вхякн!;;;;;;;;;;;
58.016,12.8929;;;#вхякн!;;;;;;;;;;;
59.016,12.8828;;;#вхякн!;;;;;;;;;;;
60.016,12.8594;;12,86;2,554121719;60;;;;;;;;;;
61.015,12.8635;;;#вхякн!;;;;;;;;;;;
62.016,12.8368;;;#вхякн!;;;;;;;;;;;
63.016,12.831;;;#вхякн!;;;;;;;;;;;
64.016,12.8117;;;#вхякн!;;;;;;;;;;;
65.016,12.7959;;;#вхякн!;;;;;;;;;;;
66.016,12.7772;;;#вхякн!;;;;;;;;;;;
67.016,12.7553;;;#вхякн!;;;;;;;;;;;
68.015,12.7554;;;#вхякн!;;;;;;;;;;;
69.015,12.7327;;;#вхякн!;;;;;;;;;;;
70.016,12.7142;;12,71;2,542389085;;;;;;;;;;;
71.016,12.697;;;#вхякн!;;;;;;;;;;;
72.016,12.6885;;;#вхякн!;;;;;;;;;;;
73.015,12.665;;;#вхякн!;;;;;;;;;;;
74.015,12.6334;;;#вхякн!;;;;;;;;;;;
75.016,12.6372;;;#вхякн!;;;;;;;;;;;
76.016,12.6095;;;#вхякн!;;;;;;;;;;;
77.015,12.5959;;;#вхякн!;;;;;;;;;;;
78.016,12.6079;;;#вхякн!;;;;;;;;;;;
79.016,12.5874;;;#вхякн!;;;;;;;;;;;
80.016,12.5668;;12,56;2,530517161;80;;;;;;;;;;
81.015,12.552;;;#вхякн!;;;;;;;;;;;
82.016,12.5276;;;#вхякн!;;;;;;;;;;;
83.016,12.4937;;;#вхякн!;;;;;;;;;;;
84.016,12.4881;;;#вхякн!;;;;;;;;;;;
85.016,12.4523;;;#вхякн!;;;;;;;;;;;
86.016,12.4393;;;#вхякн!;;;;;;;;;;;
87.016,12.4431;;;#вхякн!;;;;;;;;;;;
88.016,12.412;;;#вхякн!;;;;;;;;;;;
89.016,12.4228;;;#вхякн!;;;;;;;;;;;
90.016,12.4079;;12,49;2,524928324;;;;;;;;;;;
91.016,12.4071;;;#вхякн!;;;;;;;;;;;
92.016,12.3869;;;#вхякн!;;;;;;;;;;;
93.015,12.3914;;;#вхякн!;;;;;;;;;;;
94.016,12.3405;;;#вхякн!;;;;;;;;;;;
95.015,12.3498;;;#вхякн!;;;;;;;;;;;
96.015,12.3293;;;#вхякн!;;;;;;;;;;;
97.015,12.3166;;;#вхякн!;;;;;;;;;;;
98.015,12.3031;;;#вхякн!;;;;;;;;;;;
99.015,12.2928;;;#вхякн!;;;;;;;;;;;
100.016,12.2777;;12,27;2,507157259;100;;;;;;;;;;
101.016,12.2755;;;#вхякн!;;;;;;;;;;;
102.016,12.2714;;;#вхякн!;;;;;;;;;;;
103.015,12.2444;;;#вхякн!;;;;;;;;;;;
104.015,12.2545;;;#вхякн!;;;;;;;;;;;
105.016,12.2406;;;#вхякн!;;;;;;;;;;;
106.016,12.2205;;;#вхякн!;;;;;;;;;;;
107.016,12.2172;;;#вхякн!;;;;;;;;;;;
108.016,12.1838;;;#вхякн!;;;;;;;;;;;
109.016,12.1512;;;#вхякн!;;;;;;;;;;;
110.016,12.1682;;12,17;2,498973907;;;;;;;;;;;
111.016,12.1608;;;#вхякн!;;;;;;;;;;;
112.016,12.142;;;#вхякн!;;;;;;;;;;;
113.016,12.1349;;;#вхякн!;;;;;;;;;;;
114.015,12.1061;;;#вхякн!;;;;;;;;;;;
115.015,12.096;;;#вхякн!;;;;;;;;;;;
116.016,12.0864;;;#вхякн!;;;;;;;;;;;
117.016,12.0664;;;#вхякн!;;;;;;;;;;;
118.016,12.053;;;#вхякн!;;;;;;;;;;;
119.016,12.0408;;;#вхякн!;;;;;;;;;;;
120.016,12.0059;;12;2,48490665;120;;;;;;;;;;
121.015,11.9977;;;#вхякн!;;;;;;;;;;;
122.016,11.9978;;;#вхякн!;;;;;;;;;;;
123.016,11.9782;;;#вхякн!;;;;;;;;;;;
124.015,11.955;;;#вхякн!;;;;;;;;;;;
125.015,11.9472;;;#вхякн!;;;;;;;;;;;
126.016,11.9391;;;#вхякн!;;;;;;;;;;;
127.016,11.8945;;;#вхякн!;;;;;;;;;;;
128.016,11.9408;;;#вхякн!;;;;;;;;;;;
129.016,11.9255;;;#вхякн!;;;;;;;;;;;
130.015,11.8856;;11,89;2,475697711;;;;;;;;;;;
131.016,11.8956;;;#вхякн!;;;;;;;;;;;
132.016,11.8823;;;#вхякн!;;;;;;;;;;;
133.016,11.8584;;;#вхякн!;;;;;;;;;;;
134.015,11.8481;;;#вхякн!;;;;;;;;;;;
135.016,11.8471;;;#вхякн!;;;;;;;;;;;
136.016,11.8132;;;#вхякн!;;;;;;;;;;;
137.016,11.8057;;;#вхякн!;;;;;;;;;;;
138.016,11.7936;;;#вхякн!;;;;;;;;;;;
139.015,11.7933;;;#вхякн!;;;;;;;;;;;
140.016,11.7677;;;#вхякн!;;;;;;;;;;;
141.016,11.7381;;;#вхякн!;;;;;;;;;;;
142.016,11.7348;;;#вхякн!;;;;;;;;;;;
143.015,11.7146;;;#вхякн!;;;;;;;;;;;
144.016,11.6943;;;#вхякн!;;;;;;;;;;;
145.021,11.6794;;;#вхякн!;;;;;;;;;;;
146.018,11.679;;;#вхякн!;;;;;;;;;;;
147.015,11.6694;;;#вхякн!;;;;;;;;;;;
148.015,11.6758;;;#вхякн!;;;;;;;;;;;
149.015,11.6497;;;#вхякн!;;;;;;;;;;;
150.015,11.6314;;11,63;2,453587967;150;;;;;;;;;;
151.016,11.6282;;;#вхякн!;;;;;;;;;;;
152.015,11.6148;;;#вхякн!;;;;;;;;;;;
153.016,11.5915;;;#вхякн!;;;;;;;;;;;
154.016,11.597;;;#вхякн!;;;;;;;;;;;
155.016,11.582;;;#вхякн!;;;;;;;;;;;
156.016,11.572;;;#вхякн!;;;;;;;;;;;
157.017,11.5573;;;#вхякн!;;;;;;;;;;;
158.016,11.5504;;;#вхякн!;;;;;;;;;;;
159.016,11.5186;;;#вхякн!;;;;;;;;;;;
160.016,11.497;;;#вхякн!;;;;;;;;;;;
161.015,11.4719;;;#вхякн!;;;;;;;;;;;
162.016,11.4796;;;#вхякн!;;;;;;;;;;;
163.017,11.4779;;;#вхякн!;;;;;;;;;;;
164.016,11.4707;;;#вхякн!;;;;;;;;;;;
165.015,11.4548;;;#вхякн!;;;;;;;;;;;
166.016,11.4469;;;#вхякн!;;;;;;;;;;;
167.016,11.4019;;;#вхякн!;;;;;;;;;;;
168.015,11.4024;;;#вхякн!;;;;;;;;;;;
169.016,11.387;;;#вхякн!;;;;;;;;;;;
170.016,11.387;;11,39;2,432735777;170;;;;;;;;;;
171.016,11.3831;;;#вхякн!;;;;;;;;;;;
172.016,11.3813;;;#вхякн!;;;;;;;;;;;
173.016,11.3583;;;#вхякн!;;;;;;;;;;;
174.016,11.3721;;;#вхякн!;;;;;;;;;;;
175.016,11.3448;;;#вхякн!;;;;;;;;;;;
176.016,11.3377;;;#вхякн!;;;;;;;;;;;
177.016,11.317;;;#вхякн!;;;;;;;;;;;
178.016,11.3075;;;#вхякн!;;;;;;;;;;;
179.016,11.2806;;;#вхякн!;;;;;;;;;;;
180.016,11.2813;;;#вхякн!;;;;;;;;;;;
181.016,11.2751;;;#вхякн!;;;;;;;;;;;
182.015,11.2714;;;#вхякн!;;;;;;;;;;;
183.015,11.2366;;;#вхякн!;;;;;;;;;;;
184.015,11.2323;;;#вхякн!;;;;;;;;;;;
185.016,11.2095;;;#вхякн!;;;;;;;;;;;
186.016,11.1721;;;#вхякн!;;;;;;;;;;;
187.015,11.166;;;#вхякн!;;;;;;;;;;;
188.015,11.1629;;;#вхякн!;;;;;;;;;;;
189.015,11.1544;;;#вхякн!;;;;;;;;;;;
190.016,11.139;;11,14;2,410542234;190;;;;;;;;;;
191.016,11.1321;;;#вхякн!;;;;;;;;;;;
192.016,11.1067;;;#вхякн!;;;;;;;;;;;
193.015,11.0949;;;#вхякн!;;;;;;;;;;;
194.016,11.1052;;;#вхякн!;;;;;;;;;;;
195.016,11.0749;;;#вхякн!;;;;;;;;;;;
196.016,11.0616;;;#вхякн!;;;;;;;;;;;
197.016,11.0229;;;#вхякн!;;;;;;;;;;;
198.016,11.0065;;;#вхякн!;;;;;;;;;;;
199.015,10.9991;;;#вхякн!;;;;;;;;;;;
200.015,10.9745;;;#вхякн!;;;;;;;;;;;
201.016,10.9697;;;#вхякн!;;;;;;;;;;;
202.016,10.9459;;;#вхякн!;;;;;;;;;;;
203.016,10.9623;;;#вхякн!;;;;;;;;;;;
204.016,10.9486;;;#вхякн!;;;;;;;;;;;
205.015,10.9368;;;#вхякн!;;;;;;;;;;;
206.016,10.9267;;;#вхякн!;;;;;;;;;;;
207.016,10.9098;;;#вхякн!;;;;;;;;;;;
208.016,10.9006;;;#вхякн!;;;;;;;;;;;
209.016,10.8874;;;#вхякн!;;;;;;;;;;;
210.016,10.8764;;10,88;2,386926241;210;;;;;;;;;;
211.015,10.9188;;;#вхякн!;;;;;;;;;;;
212.016,10.8557;;;#вхякн!;;;;;;;;;;;
213.016,10.845;;;#вхякн!;;;;;;;;;;;
214.016,10.8245;;;#вхякн!;;;;;;;;;;;
215.015,10.8236;;;#вхякн!;;;;;;;;;;;
216.016,10.8173;;;#вхякн!;;;;;;;;;;;
217.016,10.8016;;;#вхякн!;;;;;;;;;;;
218.016,10.804;;;#вхякн!;;;;;;;;;;;
219.015,10.7992;;;#вхякн!;;;;;;;;;;;
220.016,10.8067;;;#вхякн!;;;;;;;;;;;
221.016,10.7745;;;#вхякн!;;;;;;;;;;;
222.015,10.7508;;;#вхякн!;;;;;;;;;;;
223.016,10.736;;;#вхякн!;;;;;;;;;;;
224.016,10.7564;;;#вхякн!;;;;;;;;;;;
225.016,10.7304;;;#вхякн!;;;;;;;;;;;
226.016,10.7063;;;#вхякн!;;;;;;;;;;;
227.016,10.6997;;;#вхякн!;;;;;;;;;;;
228.016,10.688;;;#вхякн!;;;;;;;;;;;
229.016,10.6733;;;#вхякн!;;;;;;;;;;;
230.015,10.6611;;10,66;2,366498419;230;;;;;;;;;;
231.015,10.6505;;;#вхякн!;;;;;;;;;;;
232.015,10.6449;;;#вхякн!;;;;;;;;;;;
233.015,10.6303;;;#вхякн!;;;;;;;;;;;
234.015,10.6174;;;#вхякн!;;;;;;;;;;;
235.015,10.6083;;;#вхякн!;;;;;;;;;;;
236.015,10.6037;;;#вхякн!;;;;;;;;;;;
237.015,10.5929;;;#вхякн!;;;;;;;;;;;
238.016,10.622;;;#вхякн!;;;;;;;;;;;
239.015,10.6129;;;#вхякн!;;;;;;;;;;;
240.015,10.5561;;;#вхякн!;;;;;;;;;;;
241.014,10.5418;;;#вхякн!;;;;;;;;;;;
242.015,10.5329;;;#вхякн!;;;;;;;;;;;
243.015,10.5299;;;#вхякн!;;;;;;;;;;;
244.015,10.5136;;;#вхякн!;;;;;;;;;;;
245.015,10.5116;;;#вхякн!;;;;;;;;;;;
246.014,10.4933;;;#вхякн!;;;;;;;;;;;
247.014,10.4857;;;#вхякн!;;;;;;;;;;;
248.014,10.4721;;;#вхякн!;;;;;;;;;;;
249.014,10.4976;;;#вхякн!;;;;;;;;;;;
250.014,10.4969;;10,5;2,351375257;250;;;;;;;;;;
251.015,10.4825;;;#вхякн!;;;;;;;;;;;
252.015,10.4813;;;#вхякн!;;;;;;;;;;;
253.015,10.4711;;;#вхякн!;;;;;;;;;;;
254.015,10.4598;;;#вхякн!;;;;;;;;;;;
255.015,10.4497;;;#вхякн!;;;;;;;;;;;
256.015,10.4221;;;#вхякн!;;;;;;;;;;;
257.015,10.4217;;;#вхякн!;;;;;;;;;;;
258.014,10.401;;;#вхякн!;;;;;;;;;;;
259.015,10.3837;;;#вхякн!;;;;;;;;;;;
260.015,10.3966;;;#вхякн!;;;;;;;;;;;
261.015,10.3499;;;#вхякн!;;;;;;;;;;;
262.014,10.34;;;#вхякн!;;;;;;;;;;;
263.015,10.3281;;;#вхякн!;;;;;;;;;;;
264.015,10.37;;;#вхякн!;;;;;;;;;;;
265.014,10.3527;;;#вхякн!;;;;;;;;;;;
266.015,10.3388;;;#вхякн!;;;;;;;;;;;
267.015,10.3156;;;#вхякн!;;;;;;;;;;;
268.015,10.3215;;;#вхякн!;;;;;;;;;;;
269.015,10.3146;;;#вхякн!;;;;;;;;;;;
270.014,10.3063;;10,31;2,333114298;270;;;;;;;;;;
271.014,10.2932;;;#вхякн!;;;;;;;;;;;
272.014,10.2701;;;#вхякн!;;;;;;;;;;;
273.015,10.2753;;;#вхякн!;;;;;;;;;;;
274.015,10.2458;;;#вхякн!;;;;;;;;;;;
275.014,10.2052;;;#вхякн!;;;;;;;;;;;
276.015,10.1988;;;#вхякн!;;;;;;;;;;;
277.016,10.2344;;;#вхякн!;;;;;;;;;;;
278.014,10.211;;;#вхякн!;;;;;;;;;;;
279.014,10.2174;;;#вхякн!;;;;;;;;;;;
280.014,10.2214;;;#вхякн!;;;;;;;;;;;
281.015,10.1918;;;#вхякн!;;;;;;;;;;;
282.015,10.1905;;;#вхякн!;;;;;;;;;;;
283.015,10.1292;;;#вхякн!;;;;;;;;;;;
284.015,10.13;;;#вхякн!;;;;;;;;;;;
285.015,10.1457;;;#вхякн!;;;;;;;;;;;
286.014,10.1496;;;#вхякн!;;;;;;;;;;;
287.015,10.1328;;;#вхякн!;;;;;;;;;;;
288.015,10.1081;;;#вхякн!;;;;;;;;;;;
289.015,10.1154;;;#вхякн!;;;;;;;;;;;
290.015,10.111;;10,11;2,313525033;290;;;;;;;;;;
291.014,10.0582;;;#вхякн!;;;;;;;;;;;
292.014,10.0617;;;#вхякн!;;;;;;;;;;;
293.014,10.0705;;;#вхякн!;;;;;;;;;;;
294.014,10.0878;;;#вхякн!;;;;;;;;;;;
295.014,10.079;;;#вхякн!;;;;;;;;;;;
296.015,10.0921;;;#вхякн!;;;;;;;;;;;
297.015,10.0772;;;#вхякн!;;;;;;;;;;;
298.015,10.0684;;;#вхякн!;;;;;;;;;;;
299.015,10.061;;;#вхякн!;;;;;;;;;;;
300.015,10.0272;;;#вхякн!;;;;;;;;;;;
301.014,10.0256;;;#вхякн!;;;;;;;;;;;
302.015,9.9943;;;#вхякн!;;;;;;;;;;;
303.016,9.9983;;;#вхякн!;;;;;;;;;;;
304.016,9.9751;;;#вхякн!;;;;;;;;;;;
305.015,9.9937;;;#вхякн!;;;;;;;;;;;
306.016,9.9664;;;#вхякн!;;;;;;;;;;;
307.016,9.9552;;;#вхякн!;;;;;;;;;;;
308.015,9.9359;;;#вхякн!;;;;;;;;;;;
309.015,9.9253;;;#вхякн!;;;;;;;;;;;
310.016,9.9201;;9,92;2,294552921;310;;;;;;;;;;
311.016,9.8847;;;#вхякн!;;;;;;;;;;;
312.015,9.8948;;;#вхякн!;;;;;;;;;;;
313.015,9.8872;;;#вхякн!;;;;;;;;;;;
314.016,9.8443;;;#вхякн!;;;;;;;;;;;
315.015,9.8696;;;#вхякн!;;;;;;;;;;;
316.016,9.8444;;;#вхякн!;;;;;;;;;;;
317.016,9.84;;;#вхякн!;;;;;;;;;;;
318.015,9.8382;;;#вхякн!;;;;;;;;;;;
319.02,9.8039;;;#вхякн!;;;;;;;;;;;
320.016,9.8113;;;#вхякн!;;;;;;;;;;;
321.016,9.7986;;;#вхякн!;;;;;;;;;;;
322.016,9.7996;;;#вхякн!;;;;;;;;;;;
323.015,9.7814;;;#вхякн!;;;;;;;;;;;
324.016,9.7919;;;#вхякн!;;;;;;;;;;;
325.016,9.7379;;;#вхякн!;;;;;;;;;;;
326.016,9.7548;;;#вхякн!;;;;;;;;;;;
327.016,9.7675;;;#вхякн!;;;;;;;;;;;
328.016,9.7483;;;#вхякн!;;;;;;;;;;;
329.015,9.731;;;#вхякн!;;;;;;;;;;;
330.015,9.7206;;9,72;2,274185618;330;;;;;;;;;;
331.016,9.7144;;;#вхякн!;;;;;;;;;;;
332.016,9.7043;;;#вхякн!;;;;;;;;;;;
333.016,9.7107;;;#вхякн!;;;;;;;;;;;
334.015,9.689;;;#вхякн!;;;;;;;;;;;
335.016,9.6657;;;#вхякн!;;;;;;;;;;;
336.015,9.6753;;;#вхякн!;;;;;;;;;;;
337.015,9.6668;;;#вхякн!;;;;;;;;;;;
338.016,9.6595;;;#вхякн!;;;;;;;;;;;
339.016,9.6885;;;#вхякн!;;;;;;;;;;;
340.016,9.6317;;;#вхякн!;;;;;;;;;;;
341.015,9.6209;;;#вхякн!;;;;;;;;;;;
342.015,9.6186;;;#вхякн!;;;;;;;;;;;
343.016,9.6438;;;#вхякн!;;;;;;;;;;;
344.016,9.6454;;;#вхякн!;;;;;;;;;;;
345.016,9.5883;;;#вхякн!;;;;;;;;;;;
346.016,9.6196;;;#вхякн!;;;;;;;;;;;
347.016,9.6111;;;#вхякн!;;;;;;;;;;;
348.015,9.5864;;;#вхякн!;;;;;;;;;;;
349.016,9.56;;;#вхякн!;;;;;;;;;;;
350.016,9.5536;;9,55;2,256541154;350;;;;;;;;;;
351.016,9.536;;;#вхякн!;;;;;;;;;;;
352.016,9.5614;;;#вхякн!;;;;;;;;;;;
353.016,9.5135;;;#вхякн!;;;;;;;;;;;
354.016,9.5087;;;#вхякн!;;;;;;;;;;;
355.015,9.5;;;#вхякн!;;;;;;;;;;;
356.016,9.4902;;;#вхякн!;;;;;;;;;;;
357.016,9.4506;;;#вхякн!;;;;;;;;;;;
358.015,9.475;;;#вхякн!;;;;;;;;;;;
359.015,9.4817;;;#вхякн!;;;;;;;;;;;
360.016,9.4562;;;#вхякн!;;;;;;;;;;;
361.016,9.4603;;;#вхякн!;;;;;;;;;;;
362.015,9.4618;;;#вхякн!;;;;;;;;;;;
363.016,9.4707;;;#вхякн!;;;;;;;;;;;
364.016,9.4607;;;#вхякн!;;;;;;;;;;;
365.016,9.4699;;;#вхякн!;;;;;;;;;;;
366.015,9.438;;;#вхякн!;;;;;;;;;;;
367.016,9.428;;;#вхякн!;;;;;;;;;;;
368.015,9.4238;;;#вхякн!;;;;;;;;;;;
369.016,9.4166;;;#вхякн!;;;;;;;;;;;
370.015,9.3845;;9,38;2,238579763;370;;;;;;;;;;
371.016,9.4055;;;#вхякн!;;;;;;;;;;;
372.016,9.3956;;;#вхякн!;;;;;;;;;;;
373.015,9.3794;;;#вхякн!;;;;;;;;;;;
374.016,9.3672;;;#вхякн!;;;;;;;;;;;
375.015,9.3383;;;#вхякн!;;;;;;;;;;;
376.015,9.3539;;;#вхякн!;;;;;;;;;;;
377.016,9.3198;;;#вхякн!;;;;;;;;;;;
378.015,9.3442;;;#вхякн!;;;;;;;;;;;
379.02,9.3126;;;#вхякн!;;;;;;;;;;;
380.016,9.3344;;;#вхякн!;;;;;;;;;;;
381.016,9.3217;;;#вхякн!;;;;;;;;;;;
382.017,9.3049;;;#вхякн!;;;;;;;;;;;
383.016,9.2798;;;#вхякн!;;;;;;;;;;;
384.015,9.2627;;;#вхякн!;;;;;;;;;;;
385.016,9.2466;;;#вхякн!;;;;;;;;;;;
386.015,9.2441;;;#вхякн!;;;;;;;;;;;
387.016,9.2231;;;#вхякн!;;;;;;;;;;;
388.016,9.2272;;;#вхякн!;;;;;;;;;;;
389.016,9.218;;;#вхякн!;;;;;;;;;;;
390.015,9.2158;;9,22;2,221375038;390;;;;;;;;;;
391.016,9.189;;;#вхякн!;;;;;;;;;;;
392.016,9.1836;;;#вхякн!;;;;;;;;;;;
393.016,9.1821;;;#вхякн!;;;;;;;;;;;
394.016,9.1595;;;#вхякн!;;;;;;;;;;;
395.015,9.1487;;;#вхякн!;;;;;;;;;;;
396.015,9.1537;;;#вхякн!;;;;;;;;;;;
397.016,9.1496;;;#вхякн!;;;;;;;;;;;
398.016,9.131;;;#вхякн!;;;;;;;;;;;
399.016,9.1211;;;#вхякн!;;;;;;;;;;;
400.015,9.1201;;;#вхякн!;;;;;;;;;;;
401.016,9.1459;;;#вхякн!;;;;;;;;;;;
402.015,9.1094;;;#вхякн!;;;;;;;;;;;
403.02,9.1029;;;#вхякн!;;;;;;;;;;;
404.016,9.117;;;#вхякн!;;;;;;;;;;;
405.015,9.0789;;;#вхякн!;;;;;;;;;;;
406.016,9.0746;;;#вхякн!;;;;;;;;;;;
407.016,9.0579;;;#вхякн!;;;;;;;;;;;
408.015,9.0542;;;#вхякн!;;;;;;;;;;;
409.016,9.0328;;;#вхякн!;;;;;;;;;;;
410.016,9.0344;;9,03;2,200552367;410;;;;;;;;;;
411.016,9.0199;;;#вхякн!;;;;;;;;;;;
412.016,9.0185;;;#вхякн!;;;;;;;;;;;
413.016,9.0163;;;#вхякн!;;;;;;;;;;;
414.016,9.0002;;;#вхякн!;;;;;;;;;;;
415.015,8.9734;;;#вхякн!;;;;;;;;;;;
416.015,8.9879;;;#вхякн!;;;;;;;;;;;
417.016,8.9798;;;#вхякн!;;;;;;;;;;;
418.015,8.9695;;;#вхякн!;;;;;;;;;;;
419.016,8.9429;;;#вхякн!;;;;;;;;;;;
420.016,8.9486;;;#вхякн!;;;;;;;;;;;
421.015,8.9542;;;#вхякн!;;;;;;;;;;;
422.016,8.9444;;;#вхякн!;;;;;;;;;;;
423.016,8.9242;;;#вхякн!;;;;;;;;;;;
424.015,8.8978;;;#вхякн!;;;;;;;;;;;
425.016,8.9217;;;#вхякн!;;;;;;;;;;;
426.016,8.9072;;;#вхякн!;;;;;;;;;;;
427.016,8.9155;;;#вхякн!;;;;;;;;;;;
428.016,8.8849;;;#вхякн!;;;;;;;;;;;
429.016,8.8874;;;#вхякн!;;;;;;;;;;;
430.016,8.8925;;8,89;2,18492705;430;;;;;;;;;;
431.016,8.8651;;;#вхякн!;;;;;;;;;;;
432.016,8.867;;;#вхякн!;;;;;;;;;;;
433.016,8.8725;;;#вхякн!;;;;;;;;;;;
434.016,8.8356;;;#вхякн!;;;;;;;;;;;
435.016,8.8534;;;#вхякн!;;;;;;;;;;;
436.015,8.8389;;;#вхякн!;;;;;;;;;;;
437.016,8.8475;;;#вхякн!;;;;;;;;;;;
438.016,8.8421;;;#вхякн!;;;;;;;;;;;
439.016,8.8022;;;#вхякн!;;;;;;;;;;;
440.015,8.7914;;;#вхякн!;;;;;;;;;;;
441.016,8.8139;;;#вхякн!;;;;;;;;;;;
442.016,8.7809;;;#вхякн!;;;;;;;;;;;
443.015,8.765;;;#вхякн!;;;;;;;;;;;
444.016,8.7579;;;#вхякн!;;;;;;;;;;;
445.016,8.7662;;;#вхякн!;;;;;;;;;;;
446.015,8.739;;;#вхякн!;;;;;;;;;;;
447.016,8.7361;;;#вхякн!;;;;;;;;;;;
448.016,8.7457;;;#вхякн!;;;;;;;;;;;
449.016,8.7075;;;#вхякн!;;;;;;;;;;;
450.015,8.7111;;8,71;2,164471791;450;;;;;;;;;;
451.016,8.6967;;;#вхякн!;;;;;;;;;;;
452.015,8.7151;;;#вхякн!;;;;;;;;;;;
453.015,8.7055;;;#вхякн!;;;;;;;;;;;
454.016,8.6883;;;#вхякн!;;;;;;;;;;;
455.015,8.7041;;;#вхякн!;;;;;;;;;;;
456.015,8.6773;;;#вхякн!;;;;;;;;;;;
457.016,8.658;;;#вхякн!;;;;;;;;;;;
458.015,8.6563;;;#вхякн!;;;;;;;;;;;
459.016,8.6331;;;#вхякн!;;;;;;;;;;;
460.016,8.6246;;;#вхякн!;;;;;;;;;;;
461.015,8.6269;;;#вхякн!;;;;;;;;;;;
462.016,8.6152;;;#вхякн!;;;;;;;;;;;
463.015,8.592;;;#вхякн!;;;;;;;;;;;
464.016,8.6367;;;#вхякн!;;;;;;;;;;;
465.015,8.6134;;;#вхякн!;;;;;;;;;;;
466.016,8.5854;;;#вхякн!;;;;;;;;;;;
467.016,8.5738;;;#вхякн!;;;;;;;;;;;
468.015,8.5674;;;#вхякн!;;;;;;;;;;;
469.016,8.5539;;;#вхякн!;;;;;;;;;;;
470.016,8.5429;;8,54;2,144761008;470;;;;;;;;;;
471.015,8.5531;;;#вхякн!;;;;;;;;;;;
472.016,8.554;;;#вхякн!;;;;;;;;;;;
473.015,8.5598;;;#вхякн!;;;;;;;;;;;
474.016,8.5556;;;#вхякн!;;;;;;;0;;;;
475.02,8.5569;;;#вхякн!;;;;;;;;;;;
476.016,8.4904;;;#вхякн!;;;;;;;;;;;
477.016,8.4815;;;#вхякн!;;;;;;;;;;;
478.016,8.4659;;;#вхякн!;;;;;;;;;;;
479.016,8.4782;;;#вхякн!;;;;;;;;;;;
480.016,8.4711;;;#вхякн!;;;;;;;;;;;
481.016,8.4767;;;#вхякн!;;;;;;;;;;;
