t (s),V (mV);;;
0,15.1194;;15,12;2,716018371
0.998,15.1543;;;#вхякн!
1.998,15.1245;;;#вхякн!
2.998,15.1361;;;#вхякн!
3.999,15.0835;;;#вхякн!
4.999,15.0912;;;#вхякн!
5.998,15.0504;;;#вхякн!
6.998,15.1099;;;#вхякн!
7.998,15.0853;;;#вхякн!
8.999,15.0654;;;#вхякн!
9.998,15.0243;;;#вхякн!
10.998,15.0021;;;#вхякн!
11.999,14.958;;;#вхякн!
12.999,14.9216;;;#вхякн!
13.999,14.8644;;;#вхякн!
14.999,14.8498;;;#вхякн!
15.999,14.8019;;;#вхякн!
16.998,14.7802;;;#вхякн!
17.999,14.7323;;;#вхякн!
18.999,14.6894;;;#вхякн!
19.998,14.6485;;14,65;2,684440335
20.999,14.6106;;;#вхякн!
21.999,14.5637;;;#вхякн!
22.999,14.5353;;;#вхякн!
24.003,14.4977;;;#вхякн!
24.998,14.4486;;;#вхякн!
25.999,14.409;;;#вхякн!
27.003,14.3745;;;#вхякн!
27.999,14.3313;;;#вхякн!
28.998,14.2781;;;#вхякн!
30.003,14.2618;;;#вхякн!
30.998,14.2397;;;#вхякн!
31.999,14.1832;;;#вхякн!
32.998,14.1271;;;#вхякн!
33.999,14.082;;;#вхякн!
34.999,14.0461;;;#вхякн!
35.998,14.02;;;#вхякн!
36.999,13.9562;;;#вхякн!
37.999,13.9193;;;#вхякн!
38.999,13.8799;;;#вхякн!
39.998,13.8384;;13,84;2,62756295
40.998,13.8234;;;#вхякн!
41.998,13.7924;;;#вхякн!
42.998,13.7536;;;#вхякн!
43.998,13.7022;;;#вхякн!
44.998,13.6636;;;#вхякн!
45.999,13.6116;;;#вхякн!
46.998,13.5734;;;#вхякн!
47.999,13.5511;;;#вхякн!
48.999,13.5037;;;#вхякн!
49.999,13.4664;;;#вхякн!
50.998,13.4463;;;#вхякн!
51.999,13.3793;;;#вхякн!
53.002,13.3541;;;#вхякн!
54,13.2961;;;#вхякн!
54.999,13.2709;;;#вхякн!
56.005,13.2237;;;#вхякн!
56.999,13.2045;;;#вхякн!
57.999,13.1426;;;#вхякн!
58.999,13.1171;;;#вхякн!
59.999,13.1454;;13,16;2,577181926
60.999,13.1125;;;#вхякн!
61.998,13.0506;;;#вхякн!
62.999,13.035;;;#вхякн!
63.999,12.9854;;;#вхякн!
64.998,12.9554;;;#вхякн!
65.998,12.9345;;;#вхякн!
66.998,12.916;;;#вхякн!
67.999,12.8787;;;#вхякн!
68.998,12.8466;;;#вхякн!
69.999,12.7909;;;#вхякн!
70.998,12.76;;;#вхякн!
71.999,12.7585;;;#вхякн!
72.998,12.7348;;;#вхякн!
73.999,12.6849;;;#вхякн!
74.998,12.6515;;;#вхякн!
75.999,12.6157;;;#вхякн!
76.999,12.5749;;;#вхякн!
77.999,12.5081;;;#вхякн!
78.998,12.4647;;;#вхякн!
79.999,12.418;;12,42;2,519308077
80.998,12.3901;;;#вхякн!
81.999,12.3512;;;#вхякн!
82.998,12.3285;;;#вхякн!
84,12.2907;;;#вхякн!
84.999,12.2128;;;#вхякн!
85.999,12.1799;;;#вхякн!
86.999,12.1278;;;#вхякн!
87.999,12.1825;;;#вхякн!
88.999,12.0821;;;#вхякн!
90,12.0924;;;#вхякн!
90.999,12.0729;;;#вхякн!
91.999,12.0429;;;#вхякн!
92.999,11.9657;;;#вхякн!
93.999,11.9163;;;#вхякн!
94.998,11.8773;;;#вхякн!
95.999,11.8435;;;#вхякн!
96.999,11.8051;;;#вхякн!
97.999,11.7836;;;#вхякн!
98.998,11.7325;;;#вхякн!
99.999,11.7246;;11,72;2,461296784
100.999,11.6962;;;#вхякн!
102.004,11.6451;;;#вхякн!
102.999,11.6107;;;#вхякн!
103.999,11.6188;;;#вхякн!
104.999,11.6013;;;#вхякн!
105.999,11.5739;;;#вхякн!
106.998,11.478;;;#вхякн!
107.999,11.4713;;;#вхякн!
108.999,11.4118;;;#вхякн!
109.998,11.3888;;;#вхякн!
110.998,11.4036;;;#вхякн!
111.999,11.3426;;;#вхякн!
112.999,11.3333;;;#вхякн!
113.999,11.2996;;;#вхякн!
114.999,11.2535;;;#вхякн!
115.998,11.2179;;;#вхякн!
116.999,11.1521;;;#вхякн!
117.998,11.1319;;;#вхякн!
118.999,11.1611;;;#вхякн!
119.999,11.0714;;11,07;2,404238747
120.998,11.0338;;;#вхякн!
121.999,10.9892;;;#вхякн!
122.999,10.9632;;;#вхякн!
123.999,10.9024;;;#вхякн!
124.999,10.9018;;;#вхякн!
125.999,10.852;;;#вхякн!
126.999,10.8535;;;#вхякн!
127.999,10.8239;;;#вхякн!
128.999,10.7878;;;#вхякн!
129.999,10.7189;;;#вхякн!
130.998,10.7291;;;#вхякн!
131.999,10.7277;;;#вхякн!
132.998,10.6682;;;#вхякн!
133.999,10.6417;;;#вхякн!
134.998,10.6071;;;#вхякн!
135.997,10.5858;;;#вхякн!
136.998,10.5472;;;#вхякн!
137.997,10.5205;;;#вхякн!
138.998,10.51;;;#вхякн!
139.997,10.4914;;;#вхякн!
140.998,10.4637;;;#вхякн!
141.998,10.4206;;;#вхякн!
142.998,10.378;;;#вхякн!
143.998,10.349;;;#вхякн!
144.997,10.3432;;;#вхякн!
145.997,10.2833;;;#вхякн!
146.998,10.2781;;;#вхякн!
147.997,10.2474;;;#вхякн!
148.997,10.2191;;;#вхякн!
149.998,10.1918;;10,19;2,321406847
150.997,10.1718;;;#вхякн!
151.997,10.1343;;;#вхякн!
152.998,10.1026;;;#вхякн!
153.997,10.0966;;;#вхякн!
154.998,10.0655;;;#вхякн!
156.002,10.0204;;;#вхякн!
156.999,9.9863;;;#вхякн!
157.998,10.0138;;;#вхякн!
158.999,9.9576;;;#вхякн!
159.999,9.9241;;;#вхякн!
160.998,9.9316;;;#вхякн!
161.999,9.8815;;;#вхякн!
162.999,9.847;;;#вхякн!
163.998,9.7905;;;#вхякн!
164.999,9.7658;;;#вхякн!
165.999,9.7402;;;#вхякн!
166.999,9.7505;;;#вхякн!
167.999,9.7163;;;#вхякн!
168.998,9.6829;;;#вхякн!
169.999,9.6567;;9,66;2,267993648
170.999,9.6311;;;#вхякн!
171.999,9.6053;;;#вхякн!
172.999,9.5659;;;#вхякн!
173.999,9.536;;;#вхякн!
174.999,9.526;;;#вхякн!
175.998,9.5099;;;#вхякн!
176.999,9.4669;;;#вхякн!
177.998,9.424;;;#вхякн!
178.999,9.3849;;;#вхякн!
179.998,9.3853;;;#вхякн!
180.999,9.3632;;;#вхякн!
181.999,9.3566;;;#вхякн!
182.999,9.3551;;;#вхякн!
183.999,9.322;;;#вхякн!
184.999,9.3252;;;#вхякн!
186,9.2612;;;#вхякн!
186.999,9.2164;;;#вхякн!
187.998,9.2003;;;#вхякн!
188.999,9.1831;;;#вхякн!
189.999,9.1592;;9,16;2,214846179
190.999,9.1302;;;#вхякн!
191.999,9.0883;;;#вхякн!
192.998,9.0966;;;#вхякн!
193.999,9.0603;;;#вхякн!
194.998,8.9968;;;#вхякн!
195.998,8.9799;;;#вхякн!
196.998,8.9627;;;#вхякн!
